name,longitude,latitude
HMSM SUPERMARKETS INC,-73.850845356,40.725907707
EL BROTHER DELI CORP,-73.738003231,40.618565367
SULLIVAN COUNTY FOOD MART INC,-74.729193121,41.78637738
ROBO ENTERPRISES INC,-79.228830086,42.078816491
781 NEW LOTS MINI MARKET INC,-73.881791594,40.666900408
SEVEN SEAS GERRITSEN LLC,-73.934230541,40.601249067
KINGS MEAT MARKETS CORP,-73.961260502,40.577825588
GANGEMI LOU,-74.079048705,41.677426888
SATMAR MEAT OF CONG YETEV LEV INC,-73.959515474,40.70510177
SHK HOLDINGS INC,-74.014651465,40.715103224
M&J DISCOUNT CORP,-73.246403184,40.781358355
REDAN DELI CORP,-73.917978785,40.651436006
ALDI INC,-73.985118584,41.217990467
BERNARD FARMS LLC,-73.372965228,43.055971052
PERA PRODUCE & MEAT MARKET CORP,-73.939145605,40.84432053
JOJOS EMPANADAS,-75.886071527,43.42159344
CVS ALBANY LLC,-74.235322417,40.517312521
CUENCA LOPEZ CORP,-73.934445285,40.843576594
DRAKE PETROLEUM CO INC,-73.886699618,42.243954694
J & J FARM CORP,-74.041839541,41.108731951
DOLGEN NEW YORK LLC,-75.36693827,43.618287707
SAN FILLIPO DEBBIE,-77.485421634,43.118386685
WEBERS REAL KOSHER MEATS LLC,-73.995966275,40.634981199
LEBCI INC,-73.170087211,40.847715842
ALAABELI ABDO H M,-73.839966903,40.685849209
86 GREEN CORP,-73.980004617,40.642427723
MAGHAM DELI CORP,-73.977232722,40.722295107
Y&R FARM INC,-73.925640515,40.663324814
LIME DELI GROCERY INC,-73.966988276,40.799002974
JULIAN GROCERY CORP,-73.91444816,40.854032766
1757 TJM FOOD CORP,-73.865222835,40.816866863
DOLLAR TREE STORES INC,-78.205362325,43.004638433
BROTHERS INDIAN SUPERMARKET INC,-73.841604916,40.957255046
RACHEL GROCERY STORE INC,-73.87841637,40.742000291
8TH ST MARKET CORP,-73.993998959,40.7311557
PILOT TRAVEL CENTERS LLC,-78.407207941,43.001269243
GOURMET FLAMING GRILL & JUICE BAR CORP,-73.960631021,40.581952418
MANZUETA GROCERY INC,-73.901128729,40.918106884
SUNRISE GROCERY CORP,-74.016212595,40.639248467
SPEEDWAY LLC,-75.218832975,43.108984452
CUMBERLAND FARMS INC,-73.803310997,42.692610227
SUSHI NATION TWO INC,-74.024863222,41.105265939
YAS QUICK MART INC,-74.117899665,41.112355562
PEEKSKILL SERVICE STATION INC,-73.916696354,41.300791223
CST NEW YORK LLC,-75.72762003,43.20378231
JUICE PRESS LLC THE,-73.977545115,40.752424528
BAYSIDE ENTERPRISES INC,-73.75831518,40.748265386
FANTASTIC DELI GROCERY CORP,-73.946239629,40.681161126
THREE SISTERS CUPCAKE CO. LLC,-73.014884814,40.765245221
U & A MINI MART LLC,-73.895433477,40.638755905
BLUE EARTH SEAFOOD TECHNOLOGY INC,-73.78988302,42.22690737
RALPHS PRODUCE INC,-73.970717804,40.604494876
STEWARTS SHOPS CORP,-73.957522006,42.780738982
AR & SB INC,-73.987152872,40.691935937
PT JEFFERSON FRIGATE INC,-73.068890337,40.946323947
SANS BAKERY LLC,-73.935367295,40.742861615
SAKEER DELI&GROCERY CORP,-73.953573794,40.668372605
SEAFOOD KING INC,-73.825589844,40.686096223
RAULS BAKED GOODS INC,-73.644281483,40.702213827
SEAVER DONALD JR,-76.263623711,42.105615657
GRANT MART INC,-73.756572164,42.646422546
DAVIDSONS GENERAL STORE INC,-74.726644435,41.914032927
LA HERRADURA FRUTAS &VERDURSA CORP,-74.080612852,40.637595849
3826 SNACK & CONVENIENCE STORE INC,-73.862165536,40.88435778
209 STATION CORP,-73.980128921,40.660478697
MINNANO TAIYO INC,-73.920690446,40.745171194
URBAN BLUE MARKET CORP,-73.85111341,40.833124151
7-ELEVEN INC,-73.617269962,40.700946902
UPSCALE FISH INC,-74.049388084,41.117499411
A & Y GROCERY INC,-73.878421399,40.873049586
YOO TAE HEUNG,-73.800079186,40.723152911
BENEFISHAL SEAFOOD LLC,-73.876434636,40.804231186
23RD ST GENERAL MARKET&DELI CORP,-73.996569186,40.661578486
BUTCHER BOYS OF SULLIVAN CNTY INC,-74.675382057,41.652971805
ITO INC,-73.959701049,40.716151465
KIARA DELI GROCERY CORP,-73.864058169,41.081421269
AVRUMIS BAKERY INC,-73.956298835,40.699705207
124 SOUTH LEXINGTON AVENUE INC,-73.772006768,41.027839953
KBC FOOD CORP,-73.948005025,40.779084051
2300 DELI CORP,-73.884449999,40.851952085
JHY FOOD CORP,-73.211999571,40.802073109
DAY & NIGHT CONVENIENCE II CORP,-73.941573675,40.708870651
LIVONIA EXPRESS GROCERY INC,-73.894402671,40.664604646
GETTA GRIPP INCORPORATED,-72.995971196,40.827003811
DBODEGA FOOD CORP,-73.900332197,40.856153346
D&Z SUPERMARKET CORP,-73.886224448,40.738152913
PINE ISLAND HOLDINGS LLC,-74.082849898,41.747950544
HR KEW DELI & GROCERY CORP,-73.834588152,40.70706829
ECKERD CORP,-77.575932693,43.18810614
SUPERIOR GOURMET MARKETPLACE INC,-73.996457119,40.758597884
FLYING TIGER RETAIL EAST COAST LLC,-73.983392652,40.690975411
414 COURT ST CONVENIENCE INC,-73.997186345,40.680031958
JOE BEAN COFFEE LLC,-77.55558336,43.148607678
TOKYO MARKET INC,-73.923154107,40.761074778
HABIBI DELI AND GROCERY INC,-73.903815213,40.774883712
LOPEZ PAULA,-73.96352437,40.713700219
SHAMMAKH FAISAL M,-73.868406533,40.879233797
3060 BROADWAY CORP,-73.961261759,40.811195206
FRANK LLOYD WRIGHT'S MARTIN HOUSE CORP,-78.848235188,42.936736719
MOONRISE BAGELS LLC,-74.120653204,42.040572885
SPEEDWAY LLC,-78.837550356,43.128619647
FI ENTERPRISES LLC,-73.204731295,40.637405496
YABAI IBRAHIM M,-73.954571408,40.808390412
JOES KWIK MARTS LLC,-76.191456027,42.634266272
WAL-MART STORES EAST LP,-77.643765927,43.23968175
FIVE UNITED MARKET INC,-74.008052812,40.637152447
JAY SUSHI INC,-73.955375317,40.680953926
ALZIRA CORP,-73.510720634,40.665075919
SUBHAN JUNIOR INC,-74.132071032,41.113211858
J&J FRESH FARM MARKET INC,-73.859886748,40.69256458
AMAN US INC,-73.994996154,40.607548403
CAPTAIN MERRITTS LLC,-73.728450375,41.207513759
GENOVESE DRUG STORES INC,-74.169973331,40.539939157
CPBH PETROLEUM CORP,-73.609695907,41.396038309
DOLGEN NEW YORK LLC,-73.964352203,42.798191869
RED APPLE GROCERY INC,-73.936293998,40.621838332
NEW RENAISSANCE INC,-73.900426151,40.847651038
WALGREEN EASTERN CO INC,-73.747112096,40.935290792
MAIDSTONE MARKET & DELI INC,-72.171219811,41.033038296
CVS ALBANY LLC,-73.684649399,40.661366927
SALPINO FOOD CORP,-73.503765414,40.66551995
SHOP-RITE SUPERMARKETS INC,-73.778635261,41.125689033
CROSS RIVER DEMON SHELL SRVCE INC,-73.605788096,41.269120328
WALGREEN EASTERN CO INC,-76.093302768,43.17701663
SJS PHARMACY INC,-73.905271904,40.853164904
18TH GOURMET DELI AND GRILL INC,-73.989508186,40.619997792
MUSTARD SEED FRANCHISING CORP,-76.233989827,43.048453575
VSM NY HOLDINGS LLC,-73.820700345,40.891693957
AMRUT INC,-73.886011044,40.749459095
7 ELEVEN INC,-73.817545312,41.054351409
ECKERD CORP,-78.697782792,43.154526936
PRICE CHOPPER OPERATING CO INC,-73.690931049,42.69728406
SANAA DISCOUNT INC,-73.863157031,40.845684139
SMITH FINEST DELI & GRILL CORP,-73.99344173,40.682146293
DOLGEN NEW YORK LLC,-79.169383952,42.052209523
VARGAS&RODRIGUEZ SUPERMARKET INC,-73.886643962,40.875193929
ROCHESTER GAS STATION INC,-77.585419164,43.087314886
DOLLAR TREE STORES INC,-73.946566942,42.785066894
MANOS MAX,-75.984311758,44.006923267
ALDI INC,-75.027958176,44.665060284
J&D MARKET PLACE INC,-78.887517815,42.922230746
BIEN CUIT GRAND CENTRAL LLC,-73.9774131,40.752368369
YOGI FOOD MART INC,-74.331005362,42.756693816
JOES KWIK MARTS LLC,-73.75416639,42.765305719
RUSS OPS LLC,-73.971195404,40.698121363
MINI MARKET LATINO CORP,-73.920819663,41.290315856
STILLWELL CONVENIENCE INC,-73.986168669,40.602533007
SOUTH SHORE HEALTH FOOD CNTR INC,-73.609015464,40.657558735
NEW WELLWOOD SERVICE STATION INC,-73.39791279,40.732518765
DOLGEN NEW YORK LLC,-74.541546784,41.334868186
EVELYN GROCERY CORP,-73.908405981,40.643946105
WALGREEN EASTERN CO INC,-73.413449569,40.858599269
DELY GROCERY METRO LOS REYES INC,-73.891069774,40.855183728
LINE 3 DELI & GROCERY CORP,-73.883359262,40.666467944
SPEEDWAY LLC,-73.583668253,40.73721611
WAL-MART STORES EAST LP,-76.127511662,43.291375378
WEDGE HEAD INC,-75.184654759,43.260248258
PARAMOUNT SUPERMARKET INC,-73.792831492,40.739471722
GUANG INC,-73.797469062,40.709448876
DOWN TO EARTH WHOLE FOODS INC,-76.045049744,42.099506381
CREATIVE HEALTH FOOD STORE INC,-73.967800147,40.803150926
SPEEDWAY LLC,-73.987168536,41.941655053
BONSU AKUA,-73.752272918,40.604031734
BK BAGEL & DELI CORPORATION,-73.963117094,40.675302176
271 PORTION SERVICE CENTER INC,-73.102042085,40.827750052
MPM ENTERPRISES HOUSTON INC,-73.98578352,40.722264555
OMEGA SEAFOOD & GREEN MARKET INC,-73.915898061,40.850708671
SALEH TAREQ FOUAD,-78.891660487,42.908371688
MIRABITO HOLDINGS INC,-75.530943471,42.585830761
ACD MEAT MARKET INC,-77.442281319,43.100175077
LOS TORREZ DELI CORP,-73.878882403,40.681637093
AMANA MULTI TRADE INC,-78.835839023,42.894002173
2755 DELI CORP,-73.96817574,40.801294838
OLISH FARMS INC,-72.7288868,40.8255454
SOUTHSIDE FOOD PLAZA INC,-73.9642111,40.709251943
KRAJAN INC,-73.946756876,40.725013861
SANOU MB CORP,-73.958461366,40.644055782
SPRINGFIELD CONV. CORNER LLC,-74.86993877,42.837480862
SPEEDWAY LLC,-77.155855679,42.109888542
AMEER CONVENIENCE CORP,-73.866484144,40.854387489
DOLGEN NEW YORK LLC,-77.776465117,42.462848054
BROADWAY BEER AND SMOKE INC,-73.925035342,40.76168146
MRR ENTERPRISE INC,-73.744988373,40.722720656
CIDER MILL LLC THE,-76.065935351,42.098337315
SPEEDWAY LLC,-77.229561274,42.959781421
HEIMISHA LUOKSHEN INC,-74.048401198,41.121029533
LUXE SPECIALTY MARKET LLC,-72.394502504,40.88340635
CVS ALBANY LLC,-73.841677063,40.681255004
FILL UP INC,-78.873520204,42.899165593
ALEGRIA DELI GROCERY INC.,-73.927044987,40.86092663
SUPER STOP DELI INC,-78.814084296,42.930014642
230 DELI & GRILL I LLC,-73.983414291,40.677254573
OLIVEROS TEJEDA INC,-73.665445718,41.005771118
COURTSUNIS JOHN G,-74.0299533,41.501573385
SUPER STOP INC,-77.595229762,43.187133671
UNITED REFINING CO OF PA INC,-78.781663011,42.900677897
J & R DELI CORP,-73.588024496,40.675405357
LIGHTHOUSE SEAFOOD INC,-72.504641382,40.849172478
AVE U DELI AND CONVENIENCE INC,-73.973057193,40.596884066
SOFI NY CORP,-73.897291326,40.707554063
GOOD KENNETH&ROSALEE&REBECCA&SARA,-75.340359004,43.921550454
SANTA DELI CORP,-73.979124685,40.728269308
FIREHOUSE DELI AND GRILL INC,-73.923862965,40.699790283
WHOLESOME FOODS INC,-73.855305619,40.724121607
NEW BUFFALO HALAL FOOD INC,-78.813439058,42.924920834
CARE FAST PHARMACY INC,-73.940050851,40.591952405
SCRIBA MEATS INC,-76.412680268,43.466093509
HONEST WEIGHT FOOD CO-OP INC,-73.781714688,42.678711607
DOLLAR TREE STORES INC,-77.605009348,43.207270356
AICHA AFRICAN MARKET INC,-73.916663664,40.832188144
HAPPINESS FOOD MART & DELI CORP,-73.989636765,40.717863092
LARKIN TERRI J,-75.52084862,42.765346161
REID STORES INC,-77.860464192,42.972943188
INTERNATIONAL FARM CORP,-73.665046642,41.000704002
PRICE CHOPPER OPERATING CO INC,-74.060160757,41.454434568
JOAN 1567 CORP,-73.938601117,40.679926221
HOMECREST V&I PHARMACY INC,-73.952142919,40.596007151
197 N ORANGE ST LLC,-74.690065642,41.377291554
FAMILY DOLLAR STORES OF NEW YORK LLC,-76.26995825,42.098243773
HALFMOON SUNOCO LLC,-73.731768771,42.867088887
DOLLAR TREE STORE INC,-73.892554377,42.697303003
PARVEEN KHALIDA,-73.691363807,42.719638344
JEP DELI GROCERY CORP,-73.862390841,40.746755931
95 NUTRITION LLC,-78.772722795,42.829573593
STEWARTS SHOPS CORP,-75.555924323,42.844044166
SANTO ENTIERRO DE XALPATLAHUAC LLC,-73.938780489,40.837629172
4028 GOURMET LLC,-73.831072195,40.884601148
KLS SMITH INC,-73.584142837,42.906535758
SAUGERTIES SNACK SHOP INC,-73.973838302,42.089114581
EKAM SHOP DELI GROCERY CORP,-73.833129282,40.899164118
FRESH GARDEN INC,-73.975270602,40.686789113
HUDSON VALLEY CHOCOLATIER INC,-73.903996262,41.534291977
STEWARTS SHOPS CORP,-73.773043525,42.247886645
CRAFTS&CREATIONS INC,-78.77264006,43.1136968
SALINA EXPRESSWAY CORP,-76.151182408,43.040837526
SYRACUSE UNIVERSITY,-76.134004288,43.040448951
RAY MART INC,-79.05093844,43.094402162
VISIONARY FOOD CORP,-73.860793251,40.828228533
GREEN FOREST MARKET INC,-73.959223532,40.617963798
WALGREEN EASTERN CO INC,-77.442225999,43.131319332
LSW 245 CORPORATION,-73.878878045,40.873533013
FINEST DELI & GRILL CORP,-74.01437218,40.644475087
ASIA FOOD MARKET INC,-77.627932428,43.093514602
LACORTE PAUL,-72.829102088,40.808259235
FIFTH TOWER GROCERY CORP,-73.905251452,40.82717476
BOZZA PASTA LLC,-77.727368957,43.216523348
969 FOOD CORP,-73.995178376,40.642634044
BOLLA OPERATING CORP,-73.934638488,40.600839067
M&H #2 DELI & GROCERY CORP,-73.887169964,40.94386162
AUTUMNS HARVEST FARM LLC,-76.790197835,42.77365158
STEWARTS SHOPS CORP,-73.83153217,42.363552664
SPEEDWAY LLC,-77.621885975,43.114789675
PALISADES FUEL INC,-73.860497956,41.145939124
EURO DELI OF RIVERHEAD INC,-72.672045758,40.920689223
BAGELIT INC,-74.007435401,40.620107889
NANITOS DELI CORP,-73.359780998,40.724582905
PRICE CHOPPER OPERATING CO INC,-73.713706524,43.426403396
109 STOP 1 DELI INC,-73.784163293,40.696859551
FASK CORP,-73.993638369,40.757356147
WALGREEN EASTERN CO INC,-74.206684555,40.542885037
DAVIS SCOTT,-78.879053769,42.885413069
EASTCHESTER MEAT MARKET INC,-73.843626694,40.862928313
BLOOMING GROVE GAS & MART INC,-74.050265501,41.45636052
JOES KWIK MARTS LLC,-76.170278562,43.048352992
TOP HELL MINI MART MARKET CORP,-73.848378981,40.82139133
PORTCHESTER MARKET CORP,-73.665652319,40.997264781
DOLGEN NEW YORK LLC,-76.814621695,42.145080004
6119 CSTORE INC,-73.900683734,40.754213771
ROUTE 6 CONVENIENCE INC,-73.733518745,41.372993482
LATINO FOOD MARKET NY CORP,-73.708538913,40.842460879
RXMK CORP,-73.976208285,40.596534456
MEDINA HALAL MARKET INC THE,-73.772304325,42.6643379
REJA PETROLEUM INC,-74.655072548,41.6466796
BEST DEAL MINI MART INC,-78.893711706,42.937021494
M&S FOOD CORP,-73.939576166,40.821229521
D BEST DELI & GROCERY INC,-73.932297339,40.697487942
BRIDGEWAY MARKET INC,-79.048674237,43.089041222
PASS ORGANIC DELI CORP,-73.884764488,40.854117088
BAKED BY MELISSA LLC,-73.988831683,40.753774559
ZOOK SADIE,-74.6942519,42.937643264
BJS WHOLESALE CLUB INC,-73.500941635,40.72695863
DUANE READE ETAL PTRS,-73.994560043,40.728476635
AG FOOD PRODUCTS CORP,-73.246345517,40.808949485
GARCIA JOEL,-73.875115157,40.673727594
TA OPERATING LLC,-74.362812673,42.948861645
REID STORES INC,-79.505960615,42.254441628
COMLEYS COUNTRY CREAMERY LLC,-76.18122883,43.463169485
PRICE CHOPPER OPERATING CO INC,-74.471883361,42.6822051
RIG FISH MARKET CORP,-73.857683816,40.892455033
MONSEY GLATT KOSHER INC,-74.083739302,41.109330031
VAN GALDER KYLE,-76.725693977,42.296584916
1663 FOOD MART INC,-73.912584527,41.60279065
SRENIK INC,-73.905436943,40.695996341
BEST FOOD EXPRESS DELI CORP,-73.943557755,40.810866342
TOPS MARKETS LLC,-78.693877076,43.141553804
SACRED VIBES LLC,-73.966241281,40.640172363
SCHWARTZ DELIGHT INC,-73.954989162,40.696856534
STEWARTS SHOPS CORP,-73.398107334,43.549975615
ROMEO FOODS CORP,-74.004774482,40.615767488
ESAY1 DELI CORP,-73.939737417,40.820446364
DOLGEN NEW YORK LLC,-76.423747817,43.038562426
NAIFS GROCERIES INC,-74.34151476,43.057385247
CASA AMERICA CORP,-73.863885083,40.749615082
CRESCENT FOOD CORP,-73.928485165,40.763613321
NEW STOP GROCERY INC,-73.926121552,40.825269679
E&E SOPHIA FARMS CORP,-73.901911012,40.716718291
RD AMERICA LLC,-73.82689851,42.701703628
CAMBRIDGE CONSULTING SERVICES LLC,-73.970961465,40.616689287
A1 VARIETY STORE LLC,-73.848818109,40.694695511
DANDY MINI MARTS INC,-76.958683979,42.23790208
PROSPECT GARDEN DELI CORP,-73.953132068,40.655370471
HY JOE TOBACCO&GROCERY CO INC,-74.087160376,40.593283703
RDOS INC,-73.861214776,40.81645967
MARSHALL&SONS SERVICE STATION INC,-71.946385844,41.033804892
MONTE DE SION DELI INC,-73.997168072,40.612431574
GET HEALTHY AMERICA INC,-73.623864257,40.852158866
SOUTHERN PHARMACY INC,-73.891834288,40.830919794
YANKEL DELI GROCERY CORP,-73.924618593,40.815055492
512 NOSTRAND INC,-73.949922805,40.681351689
WAL-MART STORES EAST LP,-78.694434976,42.882465908
DUANE READE ET AL PTRS,-73.699831624,40.640211422
STOP&SHOP SUPERMARKET CO LLC THE,-73.627147029,40.808662572
VILMA ENTERPRISE INC,-73.650735129,40.77717478
SUSHI MARU EXPRESS INC,-73.185768162,40.852737762
UTICA BIG FRUITS & VEGETABLES INC,-73.931466046,40.666071363
CORDOBA DELI GROCERY CORP,-74.011270541,40.651291167
MIRABITO HOLDINGS INC,-75.377799223,42.242740184
109 SPICY GOURMET DELI INC,-73.964564146,40.802319358
SUPER STOP DELI & GROCERY CORP,-73.905228821,40.849264763
SPEDWAY LLC,-78.758121179,43.02456624
NATALIES GROCERY STORE INC,-73.878790035,40.681895088
STAY FRESH DELI & GRILL CORP,-73.912039285,40.683960598
BJS WHOLESALE CLUB INC,-73.428122342,40.747128087
FAMILY DOLLAR STORES OF NEW YORK LLC,-76.118157709,43.558031294
MI CASA GROCERY INC,-73.861496325,41.164750588
KERRIS KANDIES INC,-73.005647013,40.87055618
JACQUES TORRES STORES LLC,-73.979995122,40.753178169
WALGREEN EASTERN CO INC,-73.544006848,40.705317143
MAN BRONXWOOD DELI CORP,-73.856912681,40.882630018
TU GENTE DELI & GROCERY CORP,-73.915350891,40.850862773
CHARTER RUTH,-76.612544074,42.928090227
FAMILY DOLLAR STORES OF NEW YORK LLC,-75.278490834,44.500910567
OM RAM HARI CORP,-73.800395184,43.652997461
OK4 LLC,-73.453989388,40.78776467
STEWARTS SHOPS CORP,-74.172661739,43.225552292
AAA DISCOUNT INC,-73.913587087,40.838362966
RIPLEY DAIRY LLC,-76.429065548,42.71531345
ZACK MINI MARKET DELI & GROCERY CORP,-73.910289898,40.846979018
BOYEA JOHN A,-73.510411258,44.062096362
DOLGEN NEW YORK LLC,-77.597189368,42.632213334
LP BABY & GROCERY INC,-73.896840966,40.700722728
WEST 3RD NYC DELI INC,-74.000375827,40.730661629
JURY MARKET 1 CORP,-73.954814316,40.687118564
SAFAN DELI INC,-73.956777357,40.665487303
VILLA TAPIA GROCERY NY CORP,-73.95279654,40.695826817
DOLGEN NEW YORK LLC,-73.687703765,42.434716584
LENOX DELI AND CONVENIENCE CORP,-73.949824904,40.801380542
SWEET APPLE DELI GROCERY INC,-73.917352238,40.817662515
SMITHTOWN FUEL INC,-73.258544036,40.83264173
ALADARI INC,-78.813972985,42.922813875
GREENZ GOURMET LLC,-73.95282923,40.650534449
HERMANOS ACOSTA FOOD CORP,-73.944993072,40.708526573
ALI DELI & GROCERY NY INC,-73.889346288,40.65721625
K THOMPSON FOODS III LLC,-72.695312413,40.928701442
AVON MEATS LLC,-73.925350753,42.822795097
DUVALL KIMBERLY & RYAN,-77.387696678,42.883067632
PLATHO DELI GROCERY INC,-73.900395983,40.729149282
CCA FOOD CORP,-73.875028069,40.831912379
YAYA DELI AND GRILL INC,-73.91658236,40.672379532
BEER WORLD 7 CORP,-74.370298048,41.463347004
CARNICERIA CESINA Y ENCHILADA INC,-73.859881802,40.753848362
KIRBYS CIDER MILL INC,-78.165602767,43.249517662
CVS ALBANY LLC,-74.2819491,41.356310477
GSG MARKET CORPORATION INC,-75.905877713,43.984058664
ECKERD CORP,-78.787915827,42.865179113
ILIYAS GOURMET DELI 1 INC,-73.829770402,40.851893286
PARK A JAE,-73.99692022,41.207665932
TARGET CORPORATION,-73.98477568,41.966760001
H&A GAS AND CONVENIENCE INC,-73.936660538,40.63207008
LIFE SAVERS DELI CORP,-73.921690795,40.810439662
UNCLE TENG'S INC,-73.746330148,40.735996752
YUMZE INC,-73.753913424,40.600646199
M&A SUPERMARKET NY INC,-73.36192534,40.750860507
TRADER JOES EAST INC,-73.793349692,41.026074598
DOLGEN NEW YORK LLC,-76.633340659,42.451419454
ALMONTE PLAZA FOOD CORP,-73.866158004,40.672640377
OLD POLAND FOODS LLC,-73.957420752,40.718696881
MIDTOWN CATCH CORP,-73.962533127,40.758327735
NEW SENECA GARDEN INC,-73.909715737,40.704141874
BOGOPA 170TH INC,-73.903030315,40.834959739
3 IN 1 DELI GROCERY INC,-73.820751642,40.702225226
EARLEY FARM & HARDWARE INC,-75.467220869,42.908634419
KELLYS TRADING POST LLC,-78.014737143,42.444103101
ELIS BREAD ELIZABAR INC,-73.945867305,40.779464799
JSM DISTRIBUTING LLC,-77.938138953,43.218544099
ALL FRESH FOOD CORP,-73.895033241,40.935031288
4317 GROCERY INC,-74.0133144,40.6414317
FISHKILL DELI MART INC,-73.868359427,41.543720738
UNITED REFINING CO OF PA INC,-77.221609949,42.112509311
CVS ALBANY LLC,-74.070296993,41.148100608
MAINES FOOD & PARTY WAREHOUSE INC,-75.90304178,42.142881598
JOSEPH EXPRESS TWO INC,-77.607250166,43.174944372
639 GRAND ST MT&PRODUCE CORP,-73.946542299,40.711524906
NASEEB BASIT ALI,-76.937805413,42.135040873
AMIS FOOD LLC,-73.949948042,40.674866794
SALS PRIME MEAT INC,-73.653634933,40.634728065
JJ GOURMET GROCERY CORP,-73.921924482,40.674315878
MIN HTET WIN ORIENTAL MARKET INC,-75.234225837,43.096593946
BOYLAND CONVENIENCE CORP,-73.913466471,40.677437466
STEWARTS SHOPS CORP,-74.182421711,41.561044371
PAVLUS ORCHARDS LLC,-74.596639944,42.944587671
LOST KINGDOM BREWERY INC,-76.180048341,42.600260136
CUMBERLAND FARMS INC,-73.735397213,42.740200242
SKILLMAN MINI MKT INC,-73.915783313,40.746195056
H&B FRESH PRODUCE CORP,-73.880709491,40.882193321
AMAZON RETAIL LLC,-73.978814135,40.758835469
NEW ESTRELLA MINIMARKET CORP,-73.841328627,40.905306964
KHANGI GEORGE&DANIEL,-78.748244363,42.750852845
UBI MARKET INC,-73.946129742,40.711564301
ZHENGS GROCERY STORE INC,-73.994172632,40.713601858
LAS DELICIAS CORP,-73.874723135,40.75088427
NEELA ASSOCIATES INC,-73.857888927,40.913839231
TARGET CORP,-73.490902294,44.702413331
JAY PEE JAY FOODS INC,-73.733120688,40.793978149
MORAN LEONARDO,-73.644641989,40.6612285
BOLLA OPERATING LI CORP,-73.364746437,40.678380137
SURBHI ENTERPRISE INC,-73.877517662,40.712814671
WALGREEN EASTERN CO INC,-73.858577746,40.913620219
SPEEDWAY LLC,-75.137091905,42.170145822
MAPLE RUN EMPORIUMS INC,-74.987211989,44.670186338
KINGS HIGHWAY DELI & GRILL CORP,-73.98548789,40.605937066
STEWARTS SHOPS CORP,-73.89812147,42.910052218
STEWARTS SHOPS CORP,-73.700597479,43.365058509
DOLGEN NEW YORK LLC,-78.646708612,42.250156266
EL TRIUNFO DELI&GROCERY CORP,-74.009115302,40.650092052
DECOSSE RICHARD L SR,-73.995906345,44.933996473
BRONX VIEW DELI & GROCERY INC,-73.866504344,40.865607504
CULINART INC,-73.1136818,40.9059156
BROOKLYN ONLY FOODS INC,-73.992650227,40.698545068
TEYITO DELI & GROCERY CORP,-73.952550699,40.648693196
57JR FOODS CORP,-74.004278525,40.676131607
FAMILY DOLLAR STORES OF NEW YORK LLC,-74.959867939,42.649935094
FRIAS DELI GROCERY CORP,-74.011078428,40.647631754
PRICE CHOPPER OPERATING CO INC,-73.793006956,43.072302771
RODRIGUEZ GROCERY STORE #2 CORP,-73.866864012,40.757653159
ALBAS MARKET LLC,-77.639192258,43.198337468
PNS STORES INC,-73.235872849,40.738537927
PERSAUD FOODS INC,-73.820550308,40.687789074
350 UTICA DELI GROCERY CORP,-73.931583284,40.666020518
JUICE PRESS LLC THE,-74.009689295,40.721925297
80 BRONX FINEST MARKET INC,-73.884575895,40.846262155
WHITE POST FARMS LLC,-73.312729687,40.8283955
MULTANI GLOWS 2 CORP,-78.804538044,42.828357955
A&Z SERVICE CENTER INC,-74.020342275,41.148885657
FERRY EXPRESS MART 4 INC,-78.813423467,42.915207927
WAPE MARKET CORP,-73.868581631,40.748080816
EUROPEAN FRESH PRODUCE INC,-73.866981693,40.854395284
36 AVE DELI & GROCERY CORP,-73.935005113,40.758914552
JUCEDARO LLC,-73.961581278,40.617725668
ROTI R US INC,-73.937310974,40.636584699
DOLGEN NEW YORK LLC,-74.143712658,42.393195863
WNY PIERCE INC,-78.839606605,42.716846416
NEW SEAFOOD INC,-73.977876536,40.65666074
BREEZE HILL FARM & PRESERVE INC,-72.468424457,41.044289874
RITE AID OF NEW YORK INC,-78.861203165,43.034831599
EAT THIS LLC,-76.086988261,44.242984999
NEW BLONDIE FOOD CORP,-73.975503032,40.651688595
DOLLAR POPULAR INC,-73.896978597,40.916941339
F & C DELI GROCERY CORP,-73.951726087,40.645321533
RITE AID OF NEW YORK INC,-75.466132239,43.213238158
A&J GROCERY CORP,-73.895730951,40.924441759
MJB MEAT MARKET CORP,-73.958346282,40.669227643
EARTH POSITIVE LLC,-73.967935263,40.679712608
NONGSA CORP,-73.904596574,40.858499147
JACOB K COUNTRY STORE LLC,-75.721334486,44.141205502
BRIANNA MC LLC,-73.886742533,40.721664159
ALAWDI AMMAR,-76.16138946,43.018469328
SPEEDWAY LLC,-77.59251126,43.125285619
138-37 FOOD CORP,-73.817517652,40.708024581
YOUR HOMETOWN DELI INC,-74.561087229,41.500432326
FAMILY DOLLAR STORES OF NEW YORK LLC,-76.792385931,42.057589154
MADELAINE CHOCOLATE NOVELTIES INC,-73.819500727,40.587104941
WILLIAMS KIZZY,-73.754939704,42.657323923
HEALTH&HARMONY INC,-74.006390345,40.731990873
GENOVESE DRUG STORES INC,-72.733636989,40.827911278
ROON INC,-73.859437142,40.889292835
J & C GRACE CORP,-73.849246341,40.876271925
PARIS ABRAHAM,-73.994583261,40.632396052
DOLGEN NEW YORK LLC,-77.658811695,42.326358148
STOP&SHOP SUPERMARKET CO LLC THE,-73.310584088,40.76345922
PRICE CHOPPER OPERATING CO INC,-74.028152783,41.520672641
