name,longitude,latitude
152 CONVENIENCE CORP,-73.941477702,40.798402327
NAMDOR INC,-73.957799028,40.773291905
DELI CHAPIN & GROCERY CORPORATION,-73.988583243,40.6137117
PARKWAY MEAT MARKET INC,-73.933666355,40.669760858
TOP GOURMET DELI INC,-73.865905625,40.877595512
REID STORES INC,-77.921885773,43.304473652
BAST KRISTEN L,-73.48535272,44.69667311
PRINCE PIZZERIA AND GROCERY LLC,-77.575577133,43.17756795
CVS ALBANY LLC,-79.036307241,43.171356164
SUN FISH MARKET CORP,-73.940833134,40.680049728
GENESEE FUEL & FOOD MART INC,-78.802290707,42.916798854
MICKLIND CAKE BOUTIQUE INC,-73.851022466,40.875488092
MOTOR 16050 INC,-73.155214029,40.816927548
CALABRESELLA NY STYLE DELI INC,-77.688149446,43.15015833
CVS ALBANY LLC,-79.238578323,42.093600953
MOTHER FOOD CORP,-73.786585663,40.708072107
COMMUNITY DELI GOURMET CORP,-73.937431087,40.680884943
ALMADINA MARKET INC,-73.773182162,42.818470957
MG FRESH FRUITS INC,-73.978540885,40.612300984
CVS ALBANY LLC,-74.166929272,40.587427854
BROOKLYN BEER & SODA CORP,-73.961314146,40.661862004
MCARDLE MICHAEL,-73.375714912,40.702353805
WALGREENS EASTERN CO INC,-73.861115619,40.866109287
ZACATILLO REALTY LLC,-73.566205312,40.762566505
135 FUTURE L&M CORP,-73.939122639,40.813209629
M&D GROCERY INC,-73.945811984,40.620246777
GOURMET DINING LLC,-73.869970429,41.021379978
K&K GROCERY NY INC,-73.991410795,40.600296925
NORTHPORT QUALITY MEATS INC,-73.331858783,40.8988762
UNITED REFINING CO OF PA INC,-79.264268102,42.093261067
LEMONS & OLIVES INC,-73.963682537,40.671349648
STAT SCRIPT SPECIALTY INC,-73.411778553,40.838391632
EWAY ENTERPRISES LLC,-76.142635129,43.020267707
ALLERTON DELI GROCERY INC,-73.863370183,40.865681223
DOLGEN NEW YORK LLC,-74.217141398,41.526236716
HILLER JEFFREY C,-78.71230008,43.318507431
OASIS MEGA MARKET INC,-73.960595566,40.587723819
R.J. DELI GROCERY CORP,-73.921517876,40.868463722
ALBOKAIR MOHAMED M,-73.950869373,40.687571438
ADVANCED FRESH CONCEPTS FRANCHISE CORP,-73.793006956,43.072302771
RANN-DRESSLER ANGELA,-78.714176285,43.336654167
GRECKY LUCAS,-74.831576894,41.685220381
CANNOLI CORPORATION THE,-75.218596773,43.098734977
SHELLYS EDIBLE CREATIONS ROUND SWAMP FAR,-72.254600026,40.9729773
WALLY DELI & GROCERY INC,-73.814226665,40.682664295
TWISTED BRANCH LLC THE,-73.772595177,41.073747175
THREE WS INC,-73.185833457,40.640456174
ALBEES HALAL GROCERY INC,-73.857109606,40.833673957
APPLE FOOD & GROCERY INC,-76.01805901,42.118123594
HOME FRESH BAKERY INC,-73.883770729,40.84852221
GRAND STREET COFFEE INC,-73.946723265,40.711260247
MO GOURMET DELI CORP,-73.819778754,40.691392622
SBF FISHERY INC,-73.900141508,40.824936121
LVE ENTERPRISES INC,-73.64896747,40.700089392
SUNSET MINI MARKET CORP,-74.01132561,40.64378073
S&M DELICATESSEN LLC,-76.021788347,42.110779115
CHANG GIANG SUPERMARKET INC,-73.829488686,40.758700059
YARANUSH INC,-73.784580461,41.034322558
KOLI DILRUBA,-73.987860304,42.808862991
204 UNION FOOD CORP,-73.950207789,40.706531848
STOP&SHOP SUPERMARKET CO LLC THE,-73.696279961,41.627261155
SHORTS CONVENIENCE STORES INC,-78.111624819,42.344227025
CABRERA SANTOS,-73.730542918,41.203188487
FAISON MARIE J,-73.948645654,40.643648086
WAL-MART STORES EAST LP,-76.854160306,42.157077609
TRIPPE ENTRPRISES INC,-77.27644503,42.967463477
PRICE CHOPPER OPERATING CO INC,-75.884553816,42.169689649
MR MOES DELI INC,-73.94270322,40.793970856
STEWARTS SHOPS CORP,-75.460267661,44.337172487
ALIBABA HALAL MEAT INC,-73.974795348,40.636043605
DVINE TASTE INC,-73.977013702,40.672600814
TIRIDEV PETROLEUM INC,-73.890600136,40.659149955
TOPS MARKETS LLC,-76.086539159,43.646914337
RAY MARKET II INC,-78.897368228,42.918462284
EZ DELI GROCERY CORP 1,-73.909409714,40.693857824
SEHAZ K 1892 CORP,-76.819884943,42.138399585
WALGREEN EASTERN CO INC,-78.879166087,43.051541635
PRIME STOP INC,-78.828911555,42.92209802
HERO HAVEN&MORE INC,-72.863318861,40.761112413
HENEL ENTERPRISES INCORPORATED,-78.957248544,42.996545831
3 MERMAIDS LLC,-73.647811941,40.771287959
ONTARIO BEST VALUE INC,-78.89709087,42.95722779
K-KARE SERVICES INC,-79.472366953,42.267541747
SKJ SALES INC,-73.484110857,44.651493186
DANS SUPREME SUPERMARKETS INC,-73.795012556,41.133014926
FATEH SINGH INC,-76.575202186,42.374778349
5 MAIN FORESTVILLE LLC,-79.176009008,42.468884281
HAMDEN GENERAL LLC,-74.993510318,42.19156365
SAM SPOLEM FAMILY INC,-73.901839849,40.704819383
SPOT ON 79TH CORP THE,-73.99836417,40.610840898
TOPS MARKETS LLC,-78.689398877,42.504362236
J&R SMOKE SHOP FOOD MART LLC,-75.524192162,42.532232107
RD AMERICA LLC,-76.169827867,43.093976068
DRAKE PETROLEUM CO INC,-73.735112566,42.222642213
MARTINS FOODS OF S BURLINGTON LLC,-73.746796937,43.096890246
PE&DD SEAFOOD INC,-72.684395235,40.93547138
M1D FUEL CORP,-74.090329825,40.588967274
HOSSS COUNTRY CORNER INC,-74.418625252,43.968864621
STEWARTS SHOPS CORP,-73.635514241,42.693930879
MANHATTAN 1 DELI GRILL AND JUICE BAR COR,-73.99019961,40.721886782
COPPER BEECH LLC,-72.939209283,40.757678347
CVS ALBANY LLC,-73.950810867,40.786292698
RITE AID OF NEW YORK INC,-73.91279902,40.669512838
L&C GROCERY INC,-73.905946483,40.702178658
CVS ALBANY LLC,-73.76200096,42.743026835
SMALL AND MIGHTY KRUPA INC,-73.978814135,40.758835469
WALGREEN EASTERN CO INC,-73.667832955,43.328231528
ASK GROCERY INC,-74.0076768,40.647840924
BREWSTER A&K INC,-73.600532056,41.398543032
LOCKWOOD ANTHONY,-74.734825089,41.794057969
AB GREWAL INC,-77.613298799,43.251270192
LEGACY MINI MART CORP,-73.83979038,40.674112449
HAWTHORNE VALLEY FARM ASSOCIATION INC,-73.793604753,42.254229315
RANV INC,-73.42524978,40.874280553
NICE & EASY SHOP INC,-75.253062488,43.107419383
1307 CORP,-73.82918325,40.838483414
STATEN ISLAND BAGEL CAFE INC,-74.17685026,40.601019026
STEWARTS SHOPS CORP,-73.779670006,42.670623238
WALGREEN EASTERN CO INC,-74.889489559,44.922677886
CYRIL POLETTE,-73.880790208,40.828614184
PUNJABI GROCERY&DELI INC,-73.986723215,40.722664036
HILLSIDE HALAL MEAT & GROCERY INC,-73.809277906,40.706039244
WALGREEN EASTERN CO INC,-75.8967406,42.107458586
MI FRONTERA DELI & GROCERIES INC,-74.279851035,41.233821817
MIANI CONVENIENCE CORP,-73.380606758,40.749148336
POMPEY MALL INC,-76.015263,42.897238
QUIK EXPRESS CORP,-76.505063258,42.447425603
MR AVOCADO DELI & GRILL CORPORATION,-73.926608541,40.698782862
PEREZ MARIANO,-73.92511212,40.862519318
EK ONKAR ENTERPRISES INC,-72.94916296,40.7915264
DC FLUSHING MARKET INC,-73.830070558,40.75784829
SUNNYCREST ORCHARDS INC,-74.598795266,42.812124432
A TO Z GLATT KOSHER LLC,-73.782639463,40.728907464
EL DESECHO DELI GROCERY CORP,-73.924424552,40.678880536
BJS WHOLESALE CLUB INC,-78.819993119,42.980837642
MELA MINI MARKET INC,-73.948068895,40.813940238
ZALMENS FISH MARKET INC,-73.995499487,40.632016855
MI PUEBLITO LINDO CORP,-72.998247805,40.863927436
MEX DELI GROCERY CORP,-73.888326964,40.855825949
STOP&SHOP SUPERMARKET CO LLC THE,-72.860587618,40.805749693
RITE AID OF NEW YORK INC,-78.867679694,42.92272838
WAL-MART STORES EAST LP,-74.329436437,44.845124369
QUEENS BAKESHOP INC,-73.72724774,40.620701034
ARSH INC,-73.208661737,40.748915989
MAHADAV ENTERPRISES INC,-73.900546354,40.884878631
FELIO FOOD CORP,-73.87524164,40.672429949
BETTER CLASS FOODS INC,-73.908857179,40.668755113
WALGREEN EASTERN CO INC,-77.714762994,42.56701755
NEW JOJO GROCERY INC,-73.997692528,40.611907789
PRESSED JUICERY COLUMBUS TURNPIKE LLC,-73.982655226,40.767343603
EL CHATO DELI GROCERY CORP,-73.857026926,40.831776886
88 FRESH VEGETABLES MARKET INC,-74.000755108,40.64376493
SUNRISE 175 INC,-73.392490591,40.694457457
ELITE 866 LLC,-73.989310266,40.747587885
AYANN FOOD CORP,-74.994363931,42.079041336
ASPAVA GRAND INC,-73.65789361,40.705484571
FAMILY DOLLAR STORES OF NEW YORK LLC,-77.647590087,43.16400075
3600 BRONXWOOD FOOD CENTER CORP,-73.859028944,40.877796007
TAVERAS CARLOS A,-73.954950186,40.735438853
ALDI INC,-74.004052657,41.094041355
J&M MEAT MARKET INC,-73.93704971,40.696902383
CASTELLANOS JESUS A CRUZ,-73.872966372,41.998117455
NEX2U MARKET LLC,-73.963328904,40.761704049
3RD AVE FOOD CORP I,-73.982323471,40.739671085
FASTRAC EG LLC,-75.259163759,43.088022402
DOLGEN NEW YORK LLC,-79.091249359,42.59362653
AAMER DELI & GROCERY INC,-73.893662213,40.937985448
HENG WAN MARKET INC,-74.005416787,40.63338738
ROMA SAUSAGE INC,-75.193856161,43.090955188
BLUE SKY CHOPPED CHEESE DEL CORP,-73.938444124,40.7921664
DAGOSTINOS MARKETS LLC,-73.964792971,40.755760987
ROUSHAN ENTERPRISE INC,-73.273610004,40.732059479
BIG CITY DELI GROCERY CORP,-73.889623365,40.935025371
APNA FOOD & OIL CORP,-73.900195572,40.740548713
DOLLAR TREE STORES INC,-73.461446386,40.730242965
SIREN RETAIL CORPORATION,-74.006949598,40.683318749
HUDSON EXPRESS MARKET INC,-78.88575728,42.897399148
A PLUS CONVENIENCE STORES INC,-78.26892917,43.064741456
125 CONVENIENT INC,-73.812780033,40.675232313
FULTON CORNER STORE CORP,-73.868556234,40.684804195
RISSLIN HOLDINGS LLC,-78.132853582,42.739364273
MEENU ENTERPRISES LLC,-73.767247355,42.2560388
BOLLA OPERATING CORP,-73.724539212,40.766098346
QUICKCHEK CORPORATION,-73.957942191,42.048434271
SAGARA & ANU CORP,-74.07973183,40.637680549
KARAM SERVICE STATION INC,-73.868829149,40.856438079
NICE N EASY FOOD INC,-77.587171736,43.168134328
G&K DELI GROCERY INC,-73.870211408,40.839035572
CENTROAMERICANA DELI CORP,-74.003650888,40.608067704
GUTIERREZ DELI CORP,-73.44482714,40.732877804
15TH AVE FOOD CORP,-73.999672418,40.628704578
AL TAWAKULL HALAL MEAT INC,-73.891604456,40.74708446
BDBC GREENPORT INC,-72.361518206,41.102163545
CIRCLE A 305 FOODS INC,-73.73579133,40.624335511
COUNTRY CORNERS DELI&GROCERY INC,-73.86126884,41.750456273
ELITE TN INC,-73.535649922,40.662040077
SARATOGA DRY AGED CUTS LLC,-73.808085548,42.934359091
DOORDASH ESSENTIALS LLC,-73.929034012,40.743052387
NEW FAMILY MEAT MARKET INC,-73.91697061,40.80785682
LUNA 5 STAR MINIMARKET CORP,-73.802442799,40.69077232
411 CONVENIENCE INC,-75.918251917,43.976303644
STONE AVE 99 INCORPORATED,-73.906345374,40.668355716
SERENE GREEN INC,-72.325724802,40.989642378
HANA GROUP OPS LLC,-73.88815662,40.916764325
LOE APPLE GROCERY & PRODUCE INC,-73.84332,40.854149065
DOLGEN NEW YORK LLC,-74.957988986,42.660083581
LA MEXICANISIMA CORP,-74.119805123,40.634238436
MADISON SQUARE CONVIENENCE CORP,-73.998202483,40.745011447
ALJAMALI HIZAM A,-78.866320066,42.865319132
SONBYRNE SALES INC,-76.145859899,43.09913668
JB GOURMET DELI CORP,-73.866131266,40.837524315
SAKTI ENTERPRISE INC,-74.004684686,40.650638628
S&S WOODMERE INC,-73.706916344,40.632217937
MAKRO UZ INC,-73.973330359,40.611647028
HUA TING INC,-73.829186602,40.747237597
413 BROOKLYN DELI & GRILL CORP,-73.937312399,40.703123808
LAKELAND WINERY INC.,-76.242854025,43.093081467
2031 WEBSTER FOOD CORP,-73.899246824,40.850890601
R-K DELI GROCERY CORP,-73.88396477,40.842026193
SABA RESTAURANT CORP,-73.913056512,40.766043864
WINS DEAL INC,-73.906713507,40.854816894
MAPLE HILL SYRUP FARMS LLC,-74.435759119,42.719460941
ECKERD CORP,-79.049673359,43.094972048
TARGET CORPORATION,-75.2853329,43.0679316
XIAN LI HU&PING KONG,-73.846569,40.723503
US FOOD CORP,-73.4842909,40.717637241
WALGREEN EASTERN CO INC,-72.943901212,40.944898957
GREEN PRODUCT MARKET INC,-74.008097488,40.637109615
163RD DELI GROCERY CORP,-73.917447791,40.827084445
AHMON FOOD INC,-73.848274291,40.846582218
GIFT&CARD GALLERY OF NEW CITY INC,-73.989981596,41.139601148
AMAZON RETAIL LLC,-74.014695303,40.713919741
WAKKA USA INC,-73.824379581,40.989346859
TRADER JOES EAST INC,-73.307491081,40.840304341
FLUSHING FOOD MARKET INC,-73.949304723,40.696592294
JEANNIES DELI CORP,-73.999798398,40.743202591
WELCOME ORIENTAL MARKET INC,-73.872975523,41.643512451
MY LUCKY DELI INC,-73.804813704,40.726845558
786 MEAT LLC,-73.510050081,40.757149407
COREYS PICKLES LLC,-74.237185847,41.527383714
REALI-GRAZIANO INC,-73.79186752,40.752808294
ALSADI MEAT HALAL & GROCERY CORP,-73.867045983,40.847234456
EAST BRANCH ORGANICS LLC,-73.787951511,44.252935057
GENOVESE DRUG STORES INC,-72.521635775,40.878583445
96 MEAT & PRODUCE CORP,-73.871582939,40.757167596
CASILDA INC,-73.405589021,40.844033994
NEAL RAJ INC,-74.150511638,41.115292372
1 GOURMET DELI 65 CORP,-73.898587336,40.743231592
LADERACH USA INC/ LADERACH SMITH HAVEN N,-73.129735139,40.863409643
FRESH & TASTY SUSHI INC,-73.104449225,40.942080104
MARIO DELI & GROCERY CORP,-73.897150678,40.915324721
URBAN DELI & CONVENIENCE CORP,-73.788936117,40.726510156
ROCKAWAY GOURMET & GROCERY CORP,-73.904203714,40.646656142
KCI&JOHNS DELI&GROCERY INC,-73.988488779,40.593019002
PRINCE FOOD CORP,-73.879188594,40.840938474
DOLGEN NEW YORK LLC,-78.013279698,42.869641931
CVS ALBANY LLC,-73.499780993,40.764206592
CVS ALBANY LLC,-73.784045863,42.247473585
MIDORI LLC,-76.464251101,42.437854811
RITE AID OF NEW YORK INC,-78.808958344,42.841329916
PEMM LLC,-77.563834171,43.126237887
DOLGEN NEW YORK LLC,-73.68012263,42.768085337
MILLER LOVINA,-79.617265584,42.03924825
SANJHA BAZAAR LLC,-73.284552495,40.842579189
CROSBY DELI & GROCERY INC,-73.829850449,40.842088093
AAROHI CORPORATION,-74.068498571,41.581956591
BRIGHTON GOURMET DELI INC,-73.961166793,40.577503136
LYRICS GAS CORP,-73.852968346,41.291987454
MATTY FOOD MART LLC,-78.83466321,43.063559692
1086 LUNA DELI GROCERY CORP,-73.905027823,40.826990148
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.762756667,40.691818339
H&A GROCERY DELI INC,-78.848295789,42.931119293
RODRIGUEZ EDWARD A,-74.078357366,40.638377127
BROADWAY SEAFOOD LLC,-78.837371822,42.893040433
CANAAN GENERAL STORE LLC,-73.413224599,42.393637841
LOS DOS CARNALES DELI GRCY INC,-73.871853172,40.878536799
SAUNDERSKILL FARM MARKET LLC,-74.238205372,41.791464399
P&B CONVENIENCE LLC,-73.426313192,40.868284684
LARA MINI MARKET CORP,-73.897899852,40.833343254
ITALIAN AMERICAN OLD FASHION BAKERY INC,-73.6204317,40.857521482
SPEEDWAY LLC,-78.876838181,42.928318522
US CONVENIENCE MART INC,-74.044646944,41.111034281
SENECA SIGNATURE SCENTS LLC,-76.873555946,42.381167539
SANTANA GROCERY CORP,-73.878450568,40.671743765
PRODUCTOS CENTROAMERICANOS CORP,-73.90664553,40.812583794
AAYAN ERIN SAFI CORPORATION,-77.584987328,43.141941341
EL NUEVO RENACER DELI GROCERY CORP,-73.93680345,40.842396841
TARGET STORES,-74.167472252,40.574861118
YANKEE DELI INC,-73.977298939,40.726669287
KSSWINE LLC,-73.990983737,40.714433343
FC 5 INC,-73.957951159,40.647162618
POWER 7 MARKET INC,-74.009409088,40.639297837
2965 GAS CORP,-73.974674984,40.590567631
WILLY DELI GROCERY CORP,-73.998828695,40.676625762
NUTTOS PEANUT&PPCRN SPPLY CO INC,-78.762613879,42.82928839
AGING YOUNG REBELS LLC,-73.955050099,40.722479006
RIVINGTONS ORCHARD LLC,-73.989114405,40.720107681
LADERACH USA INC/ LADERACH WOODBURY COMM,-74.123296437,41.317557586
SPEEDWAY LLC,-73.962874941,41.714408431
EMPIRE MART INC,-73.681104776,42.753776159
OCOA FAMILY GROCERY CORP,-73.906330957,40.668289331
PREMIUM COFFEE OF WNY LLC,-78.845733189,42.817104833
TRADER JOES COMPANY,-78.822262855,42.998469939
MR GREEN JUICE BAR & GRILL INC,-73.807110933,40.701663681
DLM CAYUGA REAL ESTATE LLC,-79.035719838,43.170696214
1390 DELI GROCERY CORP,-73.897732298,40.83272425
GOM MINI MARKET CORP,-73.899786618,40.664041634
J&C FISH MARKET INC,-73.806352454,40.674954998
FRESH FOOD USA INC,-73.962438579,40.649575978
DERLYN FOOD CORP,-73.904296921,40.869949833
JORDAN DELI GROCERY INC,-73.921538831,40.831113751
DORTONI BAKERY AND CAFE INC,-73.071263737,40.945710252
UNITED REFINING CO OF PA INC,-76.231975991,43.459228437
HEALTHY MEALS DIRECT LLC,-73.528430254,40.769277686
BHAKTI 169 INC,-73.796617041,40.764809838
CVS ALBANY LLC,-73.993607775,40.735713235
MOUNT EVEREST MARKET & DELI INC,-73.905869952,40.700274506
JAS&PAM LLC,-78.257888862,42.9011472
236 PROSPECT MARKET LLC,-73.981295765,40.659521399
DOLGEN NEW YORK LLC,-76.151937785,43.048480648
SUBNARAIN KAMAL,-74.00559616,40.728073297
WAL-MART STORES EAST LP,-72.896021862,40.846196693
CHAPILANDIA DELI CORP,-73.879408116,40.747988993
C&C FARM BRONX INC,-73.868044938,40.865575066
HOMELAND FOOD 1 CORP,-73.9321095,40.683957078
BRAVE DELI GROCERY INC,-73.866588163,40.871291315
192 STATION MART CORP,-73.789761902,40.76121748
SAYLON DELI CORP,-73.915830922,40.838038167
RCC DELI FOOD CORP,-73.922180298,40.81829317
SPEEDWAY LLC,-77.08497051,42.962451392
HONG JIK JUNG,-73.669841678,40.651463582
NEW HOLLYWOOD CARWASH INC,-73.970951491,40.645954325
EAST 110 CANDY GROCERY CORP,-73.944407009,40.79505099
ALDI INC,-73.931797526,40.795479054
BUFFALO HALAL SWEETS & ROTI HOUSE,-78.837371822,42.893040433
ALDI INC,-75.276328975,43.112871979
JAV 4 FOODS LLC,-72.192074429,40.964842868
WRAP & GOO DELI GROCERY CORPORATION,-73.961515144,40.60508735
GP EXPRESS WEST INC,-78.887031497,42.911152678
DOUGLASS DISCOUNT INC,-73.942836911,40.821906398
TRADER JOES EAST INC,-73.946140052,40.745802112
5 BOROUGHS BREWERY INC,-74.014493466,40.650495137
SELENAS GOURMET LLC,-73.924642592,40.754728356
DELI DELIGHT AND GROCERY CORP,-73.97842773,40.720655271
131-21 STOP ONE DELI&GRCRY CORP,-73.751110432,40.683578803
STEWARTS SHOPS CORP,-73.92133448,43.087241418
965 A & A DELI GROCERY CORP,-73.857410985,40.847766791
GOLDEN DELI GROCERY CORP,-73.937953363,40.812633792
PATTYS VARIEDADES CORP,-73.625807266,40.710445317
PRICE CHOPPER OPERATING CO INC,-73.887465388,42.215219476
MARSHALL BROTHERS INC,-76.569486566,42.89397577
DOLLAR TREE STORES INC,-72.923121309,40.888160607
SUMMERHILL BREWING LLC,-76.294152614,42.640892166
SHAKESPEARE DELI & GROCERY INC,-73.923290229,40.836017207
UNITED REFINING CO OF PA INC,-77.754183504,43.102815958
DOLGEN NEW YORK LLC,-73.917111845,41.700179103
MICHNO JACEK,-73.661516269,41.00869556
CUMBERLAND FARMS INC,-73.487798854,43.414296421
M&A CARIBBEAN MARKET LLC,-73.747404708,40.715742051
DON BOSCO GOLUMBA INC,-73.955871022,40.594914696
INTERNATIONAL FARM II CORP,-73.733744455,40.950130551
7 ELEVEN INC,-73.849741268,40.913316075
413 DELI CORP,-73.887820111,40.853500599
AMERICAN FLAG DELI&GROCERY INC,-73.810539466,40.726112142
AJUMANI INC,-74.031415188,40.637515802
LICHI BREWING CORP,-74.370492843,41.46231649
DCON DISCOUNT INC,-73.853386505,40.899445894
SPEEDWAY LLC,-73.563094704,40.77916326
PURE NATURAL ORGANIC MARKET CORP,-73.925210691,40.772119486
RAYEN DISCOUNT INC,-73.88463264,40.874091792
ETKA OIL INC,-74.186939222,41.561127981
PARKKSIDE DELI CORP,-73.864616237,41.015405357
FERS GRILL DELI INC,-73.889430861,40.872798674
HANA MART NY CORP,-73.987386643,40.747855385
EASY BUY STORE INC,-73.85401556,40.692874333
BERRY FRESH FARM INC,-73.904495069,40.770304008
SAIKRUPA ENTERPRISES INC,-74.013641781,41.19333996
DOLLAR TREE STORES INC,-73.920107369,40.757389758
POSPESEL-ALLEN WENDY,-77.873850594,42.724801513
DOLGEN NEW YORK LLC,-76.311852124,42.165950763
FASTRAC MARKETS LLC,-75.250349853,43.087174824
DOLGEN NEW YORK LLC,-75.309659278,44.164913606
797 FOUR SEASONS DELI CORP,-73.940794745,40.701103853
WALES DELI GROCERY CORP,-73.906280414,40.814750265
"SHAIBI,YASEEN A & SHAIBI, TAHA A",-73.864001592,40.854534591
AMSTERDAMS FOREST AVE DELI CORP,-74.177762547,42.946072692
SANBRA AFRICAN MARKET LLC,-73.886284378,40.843170239
BARNWOOD INC,-72.968210081,40.877212375
KPH HEALTHCARE SERVICES INC,-75.931295667,43.983952004
MIRABITO HOLDINGS INC,-75.413654221,42.055282496
BJS WHOLESALE CLUB INC,-73.721585513,40.660780068
WILD BY NATURE INC,-73.104449225,40.942080104
RIZKQ INC,-73.968932793,40.647273301
A PLUS CONVENIENCE STORES INC,-77.276691039,42.880435937
1815 SAVANNAH FOOD CORP,-73.908484184,40.847445764
CHOSEN RX INC,-73.894462601,40.860341867
MONHAGEN AVENUE MINI MART INC,-74.431398769,41.44839461
SUSHILUX CORP,-73.981671275,40.780825518
TARGET CORPORATION,-73.874882643,40.735298288
BOLLA OPERATING LI CORP,-73.276632853,40.844075107
415 E MAIN GAS LLC,-72.656809135,40.918343841
JAY DELI GROCERY CORP,-73.912957606,40.715126526
HEAVENLY CRUMBS INC,-73.938506988,40.684367582
POSH PRETZELS INC,-73.858275851,41.076553428
TRONCOSO DELI GROCERY CORP,-73.901801712,40.812640875
ROCKLAND MOBIL MART INC,-73.797700989,41.752186675
HALIMES 99 CENTS & UP INC,-74.019617659,40.639996259
CVS ALBANY LLC,-75.133969223,42.168967548
FOOD TOWNE OF NORTH CHILI INC,-77.807002486,43.119743589
CAESARS DELI GROCERY CORP,-73.777491969,40.911606886
KINGS 7 DELI & GROCERY INC,-73.980736609,40.605118741
GREEN POINT MARKET INC,-73.733667104,40.712573692
BORJAS DELI GROCERY CORP,-73.895547387,40.730566369
CLIFFORDS SUNRISE TO SUNSET MARKETS INC,-76.399247598,43.309702283
EASTCHESTER GOURMET DELI INC,-73.842942982,40.86956326
SPEEDWAY LLC,-77.587845641,43.142879444
BED-ROSS GROCERY LLC,-73.961658475,40.70364621
NEW YEMEN CONVENIENCE INC,-73.939659416,40.826253044
FUJISAN FRANCHISING CORP,-76.007510971,42.098531356
GUGGIN LLC,-73.722147352,40.68981913
FASTRAC EG LLC,-74.983356062,43.704782954
FROZEN FUNDS INC,-72.498077095,40.881935284
JALIL 105 CORP,-73.957072652,40.718599735
PEOPLES BAKERY & PASTRY INC,-73.990096428,40.599917812
MOTHER MOUSSE BAKERY INC,-74.10317593,40.577593032
STAUBITZ MEAT MKT INC,-73.99408831,40.686457777
L & D DELI GROCERY CORP,-73.941386339,40.676552672
A PLUS CONVENIENCE STORES INC,-74.069721156,41.50505175
SUSHILUX CORP,-73.983179933,40.774395592
VAN BRUNT STILLHOUSE LLC,-74.010028846,40.673709279
UNION BLVD DELI CORP,-73.235804583,40.729145569
SIX CIRCLES FARM LLC,-76.825146515,42.608989343
SANDORA PENNY,-73.560179478,43.442453315
WALGREEN EASTERN CO INC,-74.092726379,40.586420517
KARIM DELI GROCERY CORPORATION,-73.94599714,40.813063952
JEROME DELI DELICIOUS INC,-73.912021934,40.848481306
VINYL BEER LLC,-73.95063468,40.786056496
DOLLAR TREE STORES INC,-77.605657101,43.247422941
5 SENSES DELI,-73.985459308,40.735971355
ROYAL WAY HEALTH FOOD STORE INC,-73.674466812,40.707497192
WHAT'S POPPIN ENTERPRISES INC,-76.166034637,43.088388398
RITE AID OF NEW YORK INC,-74.055008653,41.456908528
LOS VECINOS GROCERY STORE INC,-73.867336499,40.743187
JERUSALEM AVE INC,-73.58570229,40.696925433
CONSUMERS BEVERAGES INC,-78.744948934,42.94256956
NAGLE OIL CORP,-74.075923,41.617212
STEWARTS SHOPS CORP,-73.585538004,43.267209597
M&Z DELI 1 CORP,-73.9770132,40.726878499
UTICA DELI & SMOKE SHOP 1 CORP,-73.931157651,40.666847476
FAMOUS GOURMET AND GRILL CORP,-73.887160705,40.815983413
DOLLAR TREE STORES INC,-76.167234842,42.607890937
GOLDEN CORNER LLC,-78.853774117,42.922006865
1088 FLATBUSH DELI INC,-73.958046294,40.64393085
GG WOODMERE LLC,-73.710193501,40.634472166
RICHY DELI GROCERY CORP,-73.892219017,40.856102133
E&S CUSTOM KOSHER MEAT MARKET INC,-73.849500145,40.733234496
CIACCIA INTRNTL IMPRTS FN FDS INC,-77.681052404,43.168485865
CVS ALBANY LLC,-73.837347801,40.925282184
WANDERING FOOL LLC,-73.756050823,42.183710445
WALGREEN EASTERN CO INC,-73.686732051,40.688861832
AA NY MARKET CORP,-73.887417863,40.7555045
SOUTHERN TIER GROCERY INC,-74.620075829,42.93197781
RMP MIDDLE ISLAND CORP,-72.962543244,40.878966246
DUANE READE ETAL PTRS,-73.982809286,40.76746929
ARTIE FOOD CENTER CORP,-73.866798381,40.754498002
SYKUT ANDREW,-77.599208987,43.185611308
OJ VALERIO DELI GROCERY INC,-73.90845468,40.834754766
JOSEPH KORN BAKE SHOP INC,-73.986358016,40.630434268
EDWARD FOOD INC,-73.850052428,40.904137562
PLAZA PUEBLA 47 GROCERY INC,-73.918410369,40.739071528
CUMBERLAND FARMS INC,-74.105590756,41.435487066
BROADWAY SPECIALTY FOODS INC,-73.96748482,40.802342492
CVS ALBANY LLC,-73.606989725,40.640086239
66 MYRTLE AVE DELI & GROCERY INC,-73.88823359,40.701446883
FUSCO DAVID M&AUDRA R,-77.315812315,42.336436968
PRICE CHOPPER OPERATING CO INC,-73.931686,41.665184
1622 CANARSIE DELI & GRILL INC,-73.919411336,40.637518317
MARTAS DELI NY CORP,-72.660980389,40.912930808
GREAT CITY TRADING INC,-73.988091812,40.614588196
K GAS AND CONVENIENCE LLC,-73.331170461,40.765214223
627 GARDEN GOURMENT DELI CORP,-73.892409873,40.846188772
JUS BAR LLC,-73.966678816,40.597585757
S&A GOURMET DELI CORPORATION,-73.99866793,40.744758062
1029 FOOD PLAZA INC,-73.903230994,40.854726495
MARUTI 9116 CORP,-74.032801722,40.619630958
DOLGEN NEW YORK LLC,-73.686911926,41.625217354
LWIN FAMILY CO LLC,-73.772139621,43.091331242
