tract,GEOID,longitude,latitude,geometry,nearest_store_index,nearest_store_name,distance_to_nearest_store
091000,36115091000,-73.3778110591012,43.08752319380464,POINT (-73.3778110591012 43.087523193804635),6256,YUSHAKS STORE INC,2799.6000127010734
089000,36115089000,-73.4779966685017,43.140445362389606,POINT (-73.4779966685017 43.1404453623896),12434,RUTS RIDGE FARM LLC,4117.973395560501
010702,36119010702,-73.80888292124241,41.00088742162122,POINT (-73.80888292124241 41.00088742162122),17185,TOP ASIA MART INC,910.4369216789371
012400,36007012400,-75.48200672831106,42.09151529600925,POINT (-75.48200672831106 42.09151529600925),18992,VERONA OIL CO INC,5801.263870024696
085000,36115085000,-73.41904470227658,43.35912947393154,POINT (-73.4190447022766 43.35912947393153),6096,DOLGEN NEW YORK LLC,2047.035196539447
086000,36115086000,-73.3239279880003,43.28163432442116,POINT (-73.3239279880003 43.281634324421155),13294,GARDENWORKS FARM LLC,8644.437471551986
087000,36115087000,-73.46985712980603,43.23825323363314,POINT (-73.46985712980603 43.23825323363313),2626,STEWARTS SHOPS CORP,1698.7838999442322
093000,36115093000,-73.44741699179158,43.00070604838031,POINT (-73.44741699179158 43.0007060483803),23380,NESSLE BROTHERS MEATS INC,4963.71967018298
013400,36029013400,-78.8426611416511,42.72394109092715,POINT (-78.8426611416511 42.72394109092715),16098,CLARKS POULTRY&SEAFOOD INC,328.49162665109117
013501,36029013501,-78.76823848314638,42.72995384097296,POINT (-78.76823848314638 42.72995384097297),2773,WNY GASOLINE LLC,2704.594706984421
013502,36029013502,-78.71808822509522,42.732032983182314,POINT (-78.71808822509522 42.73203298318231),10423,WNY WEST FALLS INC,2928.7368910218966
013600,36029013600,-78.74360382171466,42.763037320813545,POINT (-78.74360382171466 42.763037320813545),4456,A PLUS CONVENIENCE STORES INC,279.7540223036765
013701,36029013701,-78.77147355479697,42.78410487245958,POINT (-78.77147355479697 42.78410487245957),17930,TARGET CORPORATION,1327.9481632142272
013702,36029013702,-78.72186382873639,42.79082257941854,POINT (-78.72186382873639 42.790822579418546),5132,LWIN FAMILY CO LLC,2192.023700895709
013900,36029013900,-78.61643782684992,42.76167327272446,POINT (-78.61643782684992 42.76167327272446),152,CONSTELLATION THIRTY NINE INC,669.3898242784218
014000,36029014000,-78.6098767553931,42.7730714873299,POINT (-78.6098767553931 42.7730714873299),23196,VIDLERS 5C&10C $1.00&UP INC,562.4211833929147
014101,36029014101,-78.60732774807124,42.824110700617226,POINT (-78.60732774807124 42.824110700617226),8714,J RUTOWSKI OF ELMA INC,2653.681820066853
014102,36029014102,-78.66691421588709,42.82215745943342,POINT (-78.66691421588709 42.82215745943342),17812,716 FRESH LLC,1303.0758968466203
014204,36029014204,-78.61306328321895,42.90414842296529,POINT (-78.61306328321895 42.9041484229653),7414,KATES COUNTRY COUSINS LLC,1267.624629718435
014501,36029014501,-78.68808478286643,42.918730379273555,POINT (-78.68808478286643 42.918730379273555),23364,ANTOINETTES SWEETS INC,697.922255934006
014801,36029014801,-78.49392506978255,43.02118610302185,POINT (-78.49392506978255 43.02118610302184),21530,REGAN MICHAEL & BRENDA,121.0674286174253
014903,36029014903,-78.52201661757321,42.911653872874716,POINT (-78.52201661757321 42.91165387287471),16465,TOPS MARKETS LLC,2194.146013568746
015001,36029015001,-78.53219755803373,42.825138748442505,POINT (-78.53219755803374 42.8251387484425),19266,HORIZON RIDGE FARM MARKET LLC,1917.5987143135462
015002,36029015002,-78.52128360197817,42.737083210044524,POINT (-78.52128360197817 42.737083210044524),22106,THORPE GAYLE,2249.9848161972777
033102,36093033102,-74.18050551879217,42.779889213215654,POINT (-74.18050551879217 42.779889213215654),3526,HICKORY HILL SMOKEHOUSE LLC,3023.0399956966835
020102,36093020102,-73.9161408082357,42.82953746149915,POINT (-73.9161408082357 42.82953746149915),2966,MARINO LAURA,452.4277594961402
032504,36093032504,-74.03112381196135,42.91036728702145,POINT (-74.03112381196135 42.910367287021444),20444,STEWARTS SHOPS CORP,3405.3333840459395
003400,36081003400,-73.8581870545232,40.68477312873671,POINT (-73.8581870545232 40.68477312873671),4410,CVS ALBANY LLC,72.27040107420292
003900,36081003900,-73.9409315595428,40.76279934850703,POINT (-73.9409315595428 40.76279934850702),14951,PAIN DAVIGNON III LTD,26.475541378544417
026502,36065026502,-75.25819353508949,43.10270443873064,POINT (-75.25819353508949 43.10270443873063),22806,NASSER ABDO,263.8855207266713
026501,36065026501,-75.27046055546506,43.09782195991652,POINT (-75.27046055546506 43.09782195991652),23113,CLIFFORDS SUNRISE TO SUNSET MARKETS INC,656.3290847373005
021104,36065021104,-75.25015447130826,43.09512598942564,POINT (-75.25015447130826 43.09512598942564),1019,MEKO DELI & GROCERY INCORPORATED,69.13862964931627
003600,36081003600,-73.85681760419574,40.68377137956542,POINT (-73.85681760419574 40.683771379565414),17002,ESPERANZA MEAT CORP,97.65143994366386
003700,36081003700,-73.94334150797222,40.762423135767634,POINT (-73.94334150797222 40.76242313576763),20175,LIC FAMILY DELI GROCERY CORP,176.16566790602465
003800,36081003800,-73.84749405564415,40.68479989502784,POINT (-73.84749405564415 40.684799895027844),15221,DAMIAN POLISH-AMERICAN FOODS INC,117.33321755773787
004001,36081004001,-73.84587429510604,40.68324811835607,POINT (-73.84587429510604 40.68324811835606),23287,MONCION DELI GROCERY CORP,135.63585569383758
004200,36081004200,-73.85796405063417,40.68181454095626,POINT (-73.85796405063417 40.68181454095626),20650,OZONE PARK SUPERMARKET AND HALAL MEAT IN,148.59657476566255
004300,36081004300,-73.93751427902448,40.760945066779904,POINT (-73.93751427902448 40.760945066779904),21611,SAJOMA CITY DELI GROCERY INC,122.54032372000589
077907,36081077907,-73.81848021802469,40.724962289159144,POINT (-73.81848021802469 40.724962289159144),7371,AVRAHAMS BAKERY INC,171.48314052093204
024000,36081024000,-73.80507930802595,40.703277536946636,POINT (-73.80507930802595 40.70327753694663),23524,NEW MATTYS EXCLUSIVE DELI & GROCERY INC,124.7557590839451
024300,36081024300,-73.90204040969749,40.73666667670536,POINT (-73.9020404096975 40.736666676705354),12475,HAPPINESS DELI INC,250.76747397224239
077908,36081077908,-73.81369287230754,40.725616757236864,POINT (-73.81369287230754 40.72561675723686),9802,TARIQ HALAL MEAT&GROCERY INC,227.90991821928597
024500,36081024500,-73.90504862221758,40.73935402355619,POINT (-73.90504862221758 40.739354023556174),15464,SIX TOWERS MEAT MARKET INC,232.800720149642
024900,36081024900,-73.90425542248042,40.74311512151685,POINT (-73.90425542248042 40.74311512151685),14551,SHRIJI CORP,147.8503520630345
025100,36081025100,-73.90965617363581,40.74482230124922,POINT (-73.90965617363581 40.74482230124923),3745,PLAZA 55 GROCERY CORP,10.188004777794534
025500,36081025500,-73.90792002585336,40.750426321840486,POINT (-73.90792002585336 40.750426321840486),8719,DESHI FOODS INC,70.75944478688528
025700,36081025700,-73.9051747752143,40.75010440912101,POINT (-73.9051747752143 40.75010440912101),17505,BAWAJI SWEETS INC,90.51073041567159
097204,36081097204,-73.78112831318163,40.59390698702524,POINT (-73.78112831318163 40.59390698702524),19815,FREEWAY SUPERMARKET AND DELI CORP,269.61687030829415
100801,36081100801,-73.7677314521476,40.610866122749364,POINT (-73.7677314521476 40.610866122749364),1378,POLO FOOD CENTER INC,1171.1528837415083
012701,36007012701,-75.8341251868954,42.03966125232219,POINT (-75.8341251868954 42.03966125232219),11584,CCE OF BROOME COUNTY,3381.630394988546
980500,36029980500,-78.8144492158335,42.95439435653732,POINT (-78.8144492158335 42.954394356537314),15256,WALGREEN EASTERN CO INC,558.8442555516652
004601,36029004601,-78.82875699605108,42.95549203230132,POINT (-78.82875699605108 42.95549203230132),5325,HASSAIN ABDULSHAFIQ A,124.35393054690205
102900,36081102900,-73.80736485373494,40.78387080336867,POINT (-73.80736485373494 40.78387080336867),211,NOR CROSS SERVICE STATION INC,385.8468194468155
021100,36047021100,-73.97192587807321,40.69708555605986,POINT (-73.97192587807321 40.697085556059854),19072,11 VANDERBILT ROASTERY LLC,125.54054932976541
025800,36081025800,-73.7872794687027,40.69604203335007,POINT (-73.7872794687027 40.69604203335006),16421,MERRICK MEAT MARKET INC,197.68662730264904
026000,36081026000,-73.79330781989019,40.69275242679317,POINT (-73.79330781989019 40.69275242679317),10220,RINCONCITO CENTROAMERICANO CORP,112.70936177739993
026200,36081026200,-73.79209240513752,40.69100787228562,POINT (-73.79209240513752 40.691007872285624),16233,ASHLEY DELI GROCERY INC,121.1241343750463
026300,36081026300,-73.89702936444225,40.74576192496444,POINT (-73.89702936444225 40.74576192496444),2301,APEX GROCERY INC,42.34524348442836
026600,36081026600,-73.78169490859781,40.69188118866224,POINT (-73.78169490859781 40.69188118866223),5414,CVS ALBANY LLC,181.5972376919492
048500,36047048500,-73.9363454682981,40.7078398960601,POINT (-73.9363454682981 40.7078398960601),4434,CITY OF SAINTS COFFEE ROASTER LLC,117.08886391049393
107202,36081107202,-73.81270754293435,40.61824130238068,POINT (-73.81270754293435 40.61824130238068),8592,ALMONTE BAY FOOD CORP,851.7268962128941
103201,36081103201,-73.75544693854363,40.608630247692545,POINT (-73.75544693854363 40.60863024769255),12283,PAPO FOOD MARKET CORP,171.85323129687518
103202,36081103202,-73.74751319428589,40.60666968920927,POINT (-73.74751319428589 40.60666968920926),23465,CRUZ FOOD CORP,211.28212279613052
103900,36081103900,-73.81903519780705,40.78405461551843,POINT (-73.81903519780705 40.78405461551842),19902,PONTE FOODS INC,239.4414375184935
104700,36081104700,-73.82037092052373,40.77481574799341,POINT (-73.82037092052373 40.77481574799341),23317,PARK'S SEAFOOD & FISH MARKET INC,312.5928665744552
105900,36081105900,-73.80706481120853,40.77376967328804,POINT (-73.80706481120853 40.77376967328804),17297,LUCKI MART INC,434.6783710655485
027000,36081027000,-73.79139777616945,40.688684249965114,POINT (-73.79139777616945 40.688684249965114),17157,157 FOOD MARKET CORP,100.05209034869569
027200,36081027200,-73.79132003888644,40.68357711238702,POINT (-73.79132003888645 40.68357711238702),18018,DOLLAR TREE STORES INC,95.36413925321676
027400,36081027400,-73.78898900155798,40.68490496657197,POINT (-73.78898900155798 40.68490496657198),3569,LA FAMILIA GROCERY CORP,304.2291899246326
027800,36081027800,-73.78291643189414,40.6860960512452,POINT (-73.78291643189414 40.6860960512452),12870,FAMILY DOLLAR STORES OF NEW YORK LLC,244.27677306509787
027900,36081027900,-73.88022223763632,40.75167285974142,POINT (-73.88022223763632 40.75167285974142),4021,SAN ANTONIO FARM & GROCERY CORP,164.09923198152478
028000,36081028000,-73.77971912572522,40.688315800468125,POINT (-73.77971912572522 40.68831580046811),23300,KAZI DELI 1 CORP,226.37433687687172
028100,36081028100,-73.88259200704987,40.752220274930686,POINT (-73.88259200704987 40.75222027493068),808,YOGI ORGANIC MARKET INC,238.07829063647674
028200,36081028200,-73.77388727346401,40.684994666887505,POINT (-73.77388727346403 40.6849946668875),18699,MELLICK DELI GROCERY CORP,92.45102449949313
028400,36081028400,-73.77785680531602,40.68250333984313,POINT (-73.77785680531602 40.68250333984314),7033,OH NUTS WAREHOUSING INC,250.7714396596621
099703,36081099703,-73.77470508742923,40.78297522331274,POINT (-73.77470508742923 40.78297522331273),685,LWIN FAMILY CO LLC,432.3701615021916
099704,36081099704,-73.78068433949119,40.7817296357616,POINT (-73.78068433949119 40.78172963576161),685,LWIN FAMILY CO LLC,311.5949771028193
099705,36081099705,-73.77576310196582,40.79360193643169,POINT (-73.77576310196582 40.793601936431685),22360,KIM MYUNG SUP,975.4700590995151
099801,36081099801,-73.75759916534042,40.59808345150166,POINT (-73.75759916534042 40.59808345150165),1341,CVS ALBANY LLC,237.30594816246918
970300,36121970300,-78.39675550661474,42.82461987091662,POINT (-78.39675550661474 42.824619870916614),7367,LUDWIG KATHRYN G,6234.830051418685
971000,36121971000,-78.3863802460057,42.56328450894288,POINT (-78.3863802460057 42.56328450894288),5619,MILKS RAYMOND & SANDRA,2173.2102889719818
970100,36121970100,-78.0826175243058,42.829140317077176,POINT (-78.0826175243058 42.82914031707717),5700,SPEED E & STRATHEARN C,440.2162609511862
970600,36121970600,-78.01482676448676,42.75740266401923,POINT (-78.01482676448676 42.75740266401923),9125,STOLZFUS DATHAN & WILMA,2335.725688644544
970700,36121970700,-78.02089938234236,42.66525523254185,POINT (-78.02089938234236 42.66525523254185),9522,EAST HILL CREAMERY LLC,4373.101247693598
970800,36121970800,-78.19161201145836,42.65214830171359,POINT (-78.19161201145836 42.652148301713595),19210,CREEKSIDE 4200 LLC,1197.3733783838595
970500,36121970500,-78.13209863480974,42.73907058765693,POINT (-78.13209863480974 42.73907058765693),15299,A PLUS CONVENIENCE STORES INC,12.478474664063821
301102,36059301102,-73.70074746710071,40.84500907159975,POINT (-73.70074746710071 40.845009071599755),13441,TARGET CORPORATION,499.4736578127801
301200,36059301200,-73.70383712380354,40.82736572796526,POINT (-73.70383712380354 40.82736572796525),5668,WALGREEN EASTERN CO INC,818.2023533953615
301300,36059301300,-73.68831569555896,40.831473628160445,POINT (-73.68831569555896 40.83147362816045),11155,LAZO BROS CONVENIENCE STORE & COURIER CO,128.83379652077335
301500,36059301500,-73.70079350106313,40.81022424009711,POINT (-73.70079350106313 40.81022424009711),23539,RAINDEW PLANDOME LTD,1240.7482791716056
301600,36059301600,-73.67556753159388,40.8074949685241,POINT (-73.67556753159388 40.80749496852409),3041,WE R NUTS LLC,1073.143974973822
301700,36059301700,-73.6798501463587,40.79899299327828,POINT (-73.6798501463587 40.79899299327828),973,HANA GROUP OPS LLC,797.0577318968399
075702,36081075702,-73.84019942906174,40.724337483825245,POINT (-73.84019942906174 40.72433748382523),12860,RCR FOOD CORP,403.044178638325
079701,36081079701,-73.82475600713211,40.75334543295262,POINT (-73.82475600713211 40.75334543295262),21704,PRAMUKH 43 INC,180.73322088057557
044302,36081044302,-73.86406283410241,40.73981220403373,POINT (-73.86406283410241 40.739812204033726),2908,57TH AVENUE MARKET INC,260.22421673602895
301800,36059301800,-73.69899515873844,40.7871547921526,POINT (-73.69899515873844 40.7871547921526),1229,CAR CARE OF MANHASSET INC,567.0802382665139
412800,36059412800,-73.62333396968614,40.68133990222432,POINT (-73.62333396968614 40.68133990222432),20731,SONU ENTERPRISE INC,696.5179062179859
412900,36059412900,-73.60902359675283,40.67992448993689,POINT (-73.60902359675283 40.67992448993689),16748,KIM HAE S,451.0342377265131
413002,36059413002,-73.65414810177889,40.63137051106315,POINT (-73.65414810177889 40.63137051106315),7412,VINICOLA INSIEME LLC,292.3749828339258
413100,36059413100,-73.6278367720581,40.6498481300018,POINT (-73.6278367720581 40.6498481300018),21707,ALL MINE CONFECTIONERY INC,446.24022993566325
413200,36059413200,-73.64413259380657,40.63034742772656,POINT (-73.64413259380657 40.630347427726555),21070,NEW GO BARN INC,286.64856224382544
413300,36059413300,-73.62841323351388,40.63821124107232,POINT (-73.62841323351388 40.63821124107232),2540,BAR 1 PRIME MEATS INC,562.9060647352369
413400,36059413400,-73.6278143475424,40.62326228828616,POINT (-73.6278143475424 40.623262288286156),21674,K & P TRADING INC,645.8221040969576
071303,36081071303,-73.84953950370006,40.72580999248012,POINT (-73.84953950370006 40.72580999248013),13561,HMSM SUPERMARKETS INC,110.82296387321055
071304,36081071304,-73.85408113851666,40.72886093404336,POINT (-73.85408113851666 40.728860934043354),20392,KNISH NOSH INC,208.99032906377633
071305,36081071305,-73.85147736566323,40.72418633225967,POINT (-73.85147736566323 40.72418633225967),12450,BPP PARKER TOWER PROPERTY OWNER LLC,129.91285406538393
071701,36081071701,-73.85988101969474,40.73133334485378,POINT (-73.85988101969474 40.73133334485378),23712,REGO PARK AJ MET INC,38.472764165218
071702,36081071702,-73.86283050688782,40.733476974687285,POINT (-73.86283050688782 40.733476974687285),16817,COSTCO WHOLESALE CORP,91.09954588363675
075701,36081075701,-73.83481669960815,40.71822003193367,POINT (-73.83481669960815 40.71822003193367),24021,WALGREEN EASTERN CO INC,268.0576355134304
093401,36081093401,-73.84662012477044,40.58091944801481,POINT (-73.84662012477044 40.580919448014804),12001,PHILYOUNG CORP,359.55324577940314
093402,36081093402,-73.83937025052433,40.57551439701984,POINT (-73.83937025052433 40.57551439701983),11637,ROCKAWAY FOOD MART INC,491.4022455512188
038301,36081038301,-73.84182256711155,40.76112607355992,POINT (-73.84182256711155 40.761126073559915),15448,SHEA FUEL INC,96.37008449517155
006702,36029006702,-78.87225357630905,42.906981282741,POINT (-78.87225357630905 42.90698128274099),9897,SAEED MEHDI N,413.91224091882657
009106,36029009106,-78.78563752406787,43.04579350236447,POINT (-78.78563752406787 43.04579350236447),21752,J & K CORNER MARKET LLC,1236.6657596668933
009109,36029009109,-78.7774578791156,42.98800394906346,POINT (-78.7774578791156 42.98800394906347),21262,RN & BN ENTERPRISES INC,1171.8304070390188
015101,36055015101,-77.86723306076351,43.31667878009351,POINT (-77.86723306076351 43.316678780093504),13274,MAYERS CIDER MILL INC,4159.298582233014
015102,36055015102,-77.95329516577448,43.327107743730124,POINT (-77.95329516577448 43.32710774373012),14456,BRIGHTLY FARMS LLC,2390.2913653830374
015200,36055015200,-77.92276276473466,43.25329547747201,POINT (-77.92276276473466 43.253295477472),14971,REID STORES INC,2309.058732737498
014201,36071014201,-74.21097903839505,41.32431063168896,POINT (-74.21097903839505 41.32431063168897),2296,SUSHILOVER INC,1650.4608291853226
014202,36071014202,-74.19945453769307,41.291207102618564,POINT (-74.19945453769307 41.29120710261856),6849,UNITED J&J INC,2828.0420673972903
591000,36077591000,-75.05976692830512,42.46515311243972,POINT (-75.05976692830512 42.46515311243972),17232,SINGH FUELS INC,867.0591324064558
591500,36077591500,-75.29767595873413,42.497354909685974,POINT (-75.29767595873413 42.49735490968597),18836,BUTTERNUT VALLEY GRANGE,3614.0638173267866
590500,36077590500,-74.97797414004786,42.54626674157073,POINT (-74.97797414004786 42.54626674157074),3450,MIRABITO HOLDINGS INC,4326.2484836935555
590800,36077590800,-75.06616463104854,42.46571329044016,POINT (-75.06616463104854 42.46571329044017),15848,SPEEDWAY LLC,1145.112589314853
590900,36077590900,-75.04595033399436,42.45669059890753,POINT (-75.04595033399436 42.45669059890752),22113,SINGH FUELS INC,78.67680770658005
971100,36121971100,-78.17292854401612,42.56605758952655,POINT (-78.17292854401612 42.56605758952656),7305,POMEROY MAGGIE & CODY,7948.355136841498
970400,36121970400,-78.32712509937502,42.73814066174217,POINT (-78.32712509937502 42.73814066174217),8629,K-DS STOP N SHOP INC,2631.569264956837
970900,36121970900,-78.38590770945778,42.650699535758896,POINT (-78.38590770945778 42.65069953575889),18640,SILER JOSEPH M & MARY E,2843.2272121058672
301900,36059301900,-73.67964180322623,40.79234365519855,POINT (-73.67964180322623 40.79234365519854),973,HANA GROUP OPS LLC,922.1859963824619
070301,36027070301,-73.88115883731345,41.76439866983058,POINT (-73.88115883731345 41.76439866983058),7928,COUNTRY CORNERS DELI&GROCERY INC,2265.2254865178784
090000,36027090000,-73.77551395848711,41.97457588834473,POINT (-73.77551395848711 41.97457588834473),9634,MILAN FOOD & GAS INC,2483.9860307789536
302000,36059302000,-73.64746600747762,40.807120742212604,POINT (-73.64746600747762 40.8071207422126),1113,FRANKLIN EXPRESS MULTISERVICE & CONVENIE,373.78649252625775
302101,36059302101,-73.6283212095029,40.803186452914396,POINT (-73.6283212095029 40.803186452914396),20094,JUICE PRESS LLC THE,573.4577601575005
302102,36059302102,-73.63041305870554,40.78772866790333,POINT (-73.63041305870554 40.78772866790333),15887,CVS ALBANY LLC,680.0952171650322
302200,36059302200,-73.64772932730963,40.78645284507188,POINT (-73.64772932730963 40.78645284507187),20574,LENTON CORP,161.8261796414411
302300,36059302300,-73.66033472839392,40.77046976143846,POINT (-73.66033472839392 40.770469761438456),4656,ROSLYN KOSHER INC,1059.5017104054486
100000,36027100000,-73.54174864117427,41.944509984025935,POINT (-73.54174864117427 41.94450998402594),16729,HARNEY & SONS TEA CORP,2649.522100686922
021303,36061021303,-73.95313912162104,40.8145587359048,POINT (-73.95313912162104 40.81455873590479),5524,CHUBBZWAY DELI INC,106.81971674132991
023100,36061023100,-73.9440935188913,40.82583019072521,POINT (-73.9440935188913 40.82583019072522),6418,AMEER FOOD CORP,64.0134204144984
023802,36061023802,-73.94219961306221,40.76839916445418,POINT (-73.94219961306221 40.76839916445418),24005,COSTCO WHOLESALE CORP,292.9904644158964
031704,36061031704,-74.02035443727083,40.708466555968,POINT (-74.02035443727083 40.708466555967995),11780,BATTERY PLACE MARKET CORP,309.7938533940985
015400,36055015400,-77.94129350834649,43.17537130648017,POINT (-77.94129350834649 43.175371306480166),5714,ALDI INC,2201.521357722341
000200,36071000200,-74.03556090904006,41.511000691900065,POINT (-74.03556090904006 41.511000691900065),391,ANGEL GROCERY AND BAKERY INC,781.9349934919178
013900,36071013900,-74.09126416844852,41.318214483323025,POINT (-74.09126416844852 41.31821448332303),8031,LADERACH USA INC/ LADERACH WOODBURY COMM,2682.1540886462667
013100,36071013100,-74.05055848820402,41.41241924700657,POINT (-74.05055848820402 41.41241924700656),8540,JONES FARM INC,1250.1960876864391
001100,36071001100,-74.40656718931521,41.452027238985316,POINT (-74.40656718931521 41.452027238985316),20708,MIDDLETOWN MINI MARKET INCORPORATED,85.04579597931718
014400,36071014400,-74.3520477944572,41.31031254265901,POINT (-74.3520477944572 41.31031254265901),8276,STAUBER PERFORMANCE INGREDIENTS INC,2386.9527420445825
010300,36071010300,-74.05483446911289,41.53680655048802,POINT (-74.05483446911289 41.53680655048803),23391,INHIS HAND CORP,1670.1049725576931
000400,36071000400,-74.00510183754564,41.50555747701438,POINT (-74.00510183754564 41.50555747701437),4633,SOUTH STREET MINI MART INC,497.7667569050502
013400,36071013400,-74.17447938616999,41.37732882032967,POINT (-74.17447938616999 41.37732882032967),17370,JAI PAVENPUTRA INC,262.3804052175432
011000,36071011000,-74.35807634803301,41.49746951327075,POINT (-74.35807634803301 41.49746951327075),1148,SS MILL FOOD MART INC,2981.224124018087
011900,36071011900,-74.36112303545345,41.37971192439086,POINT (-74.36112303545345 41.37971192439087),6282,STEWARTS SHOPS CORP,2024.6101247911033
000100,36071000100,-74.01506648445977,41.514124957188535,POINT (-74.01506648445977 41.514124957188535),14072,NORTH ST ENTERPRISE INC,491.4392413715693
010601,36087010601,-73.99507656358465,41.20549069461748,POINT (-73.99507656358465 41.20549069461748),21187,PARI ENTERPRISE INC,251.43692513021207
014614,36001014614,-73.88624362259729,42.682467977522805,POINT (-73.88624362259729 42.68246797752281),23535,STEWARTS SHOPS CORP,1478.1786001790558
050101,36069050101,-77.45710757823278,43.00135233904504,POINT (-77.45710757823278 43.00135233904504),3311,BARKMAN HONEY LLC,1112.63385421277
050601,36069050601,-77.32397856880787,42.82557980870297,POINT (-77.32397856880787 42.825579808702976),7660,CHESHIRE STORE THE LLC,380.9673645152725
000600,36071000600,-74.03653633053273,41.49839729550659,POINT (-74.03653633053273 41.49839729550659),14809,SHIMONS BAKERY INC,375.7020554661183
001200,36071001200,-74.4098161114539,41.46040930002067,POINT (-74.4098161114539 41.46040930002067),5232,ZAFAR GROUP INC,508.5627197373837
001300,36071001300,-74.42259754006413,41.4595509956221,POINT (-74.42259754006413 41.4595509956221),9231,292 ADAMS DELI & GROCERY INC,920.6516506623761
001500,36071001500,-74.41593111263768,41.436490447950824,POINT (-74.41593111263768 41.43649044795082),549,GBR MART INC,531.2535960874634
014301,36071014301,-74.26969393785659,41.36235314724315,POINT (-74.26969393785659 41.36235314724315),2452,CHESTER AGRICULTURAL CENTER INC,107.27951642703144
014900,36071014900,-74.17935000467494,41.23022290593175,POINT (-74.17935000467494 41.23022290593175),20964,TUXEDO CONVENIENCE MART INC,1474.2414824036587
061301,36091061301,-73.75322624436603,43.062843385673375,POINT (-73.75322624436603 43.062843385673375),13547,STEWARTS SHOPS CORP,2470.1178460808496
060901,36091060901,-73.64905263430653,43.059418797170814,POINT (-73.64905263430653 43.059418797170814),4512,JUST MEATS LLC,5463.1678473981165
061702,36091061702,-73.89262191695293,42.928926470576826,POINT (-73.89262191695293 42.92892647057682),22902,JL KNIGHT & SON FAMILY FARM LLC,658.1014635925256
062505,36091062505,-73.7361671352693,42.90115801309068,POINT (-73.7361671352693 42.90115801309068),10107,STEWARTS SHOPS CORP,2656.776233149476
062800,36091062800,-73.67902912816093,42.79159099184337,POINT (-73.67902912816093 42.79159099184337),6151,QUICK SHOP DELI INC,101.7522104469447
062602,36091062602,-73.85232783305328,42.85232193101697,POINT (-73.85232783305328 42.85232193101696),21202,PRESCOTT ISABEL BARRETT,2930.2814034780004
004002,36029004002,-78.84028314575492,42.932407068790724,POINT (-78.84028314575492 42.93240706879072),17392,DOLLAR TREE STORES INC,116.98273333674977
003502,36029003502,-78.83911177611634,42.9087102668856,POINT (-78.83911177611634 42.9087102668856),20323,SHUABI HUSAM A,101.46709259791984
003501,36029003501,-78.82949029594002,42.90882186150573,POINT (-78.82949029594002 42.90882186150572),2980,HOTHARA FOOD MARKET INC,270.7361288176737
001404,36029001404,-78.85856777676211,42.885912011031216,POINT (-78.85856777676211 42.885912011031216),21430,FAMILY DOLLAR STORES OF NEW YORK LLC,306.75909307323246
001403,36029001403,-78.86153871233142,42.88231123737517,POINT (-78.86153871233142 42.88231123737516),17272,ADEM MINI MART INC,329.6717693713934
007305,36029007305,-78.99201138374139,43.01321903881551,POINT (-78.99201138374139 43.013219038815514),13549,CCE OF ERIE COUNTY,1687.172146128306
002704,36029002704,-78.8319409176424,42.89878514252245,POINT (-78.8319409176424 42.898785142522435),18234,SYCAMORE HALAL MEAT & FSH MKT INC,96.80918711500047
002802,36029002802,-78.8207168817129,42.90197440797707,POINT (-78.8207168817129 42.901974407977065),13408,AB QUICK SHOP INC,278.2489219141451
024600,36063024600,-78.87442831958538,43.05619513353822,POINT (-78.87442831958538 43.05619513353822),2339,ECKERD CORP,532.5060206302624
955400,36111955400,-74.15797471016378,41.61579405722321,POINT (-74.15797471016378 41.61579405722321),5875,STEWARTS SHOPS CORP,1055.8461892641453
017400,36029017400,-78.85430768803862,42.819659186604014,POINT (-78.85430768803862 42.819659186604014),231,SHUBH NY INC,554.9054488168946
051700,36069051700,-76.97745126752166,42.87901790202621,POINT (-76.97745126752166 42.879017902026206),17986,SPEEDWAY LLC,345.04698248337314
002100,36071002100,-74.68815781764903,41.38371814021962,POINT (-74.68815781764903 41.383718140219614),3562,MG FOODMART OF PORT JERVIS INC,688.4182991039617
002200,36071002200,-74.68769542824428,41.37141730432814,POINT (-74.68769542824428 41.37141730432813),13452,SAMAKI INC,194.19755018828315
002300,36071002300,-74.6975480045583,41.37364375980737,POINT (-74.6975480045583 41.37364375980736),9694,ROSIES ITALIAN LLC,188.0475386498459
013006,36055013006,-77.65074192479972,43.10238552946436,POINT (-77.65074192479972 43.10238552946436),2560,SPEEDWAY LLC,1150.1369025284644
003806,36055003806,-77.61875929432234,43.118676895765816,POINT (-77.61875929432234 43.11867689576581),4803,FAMILY DOLLAR STORES OF NEW YORK LLC,276.58304856190296
003102,36055003102,-77.58798302364137,43.14629661152461,POINT (-77.58798302364137 43.14629661152461),16414,AL-RUBAYIE SALAH K,277.24199040933775
011303,36055011303,-77.39565165958963,43.2520745646047,POINT (-77.39565165958963 43.252074564604705),17222,RITCHIES MARKET LLC,2785.897428489753
011403,36055011403,-77.43431235663465,43.215901323098784,POINT (-77.43431235663465 43.215901323098784),361,BROIKOU MICHAEL,385.0056120648693
003101,36055003101,-77.57833492243252,43.146633233728586,POINT (-77.57833492243252 43.146633233728586),22605,CVS ALBANY LLC,138.42925042733387
014806,36055014806,-77.783737489537,43.29601207043272,POINT (-77.783737489537 43.296012070432724),18729,SOMETHING DELICIOUS BAKERY,935.4571242090716
