name,median_income,white_pop,black_pop,asian_pop,hispanic_pop,tract,total_pop,white_percent,black_percent,asian_percent,hispanic_percent,centroid
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1828126.5037229971 2186438.810709145)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1839137.2129792115 2194407.5517142555)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1804236.2905197984 2257810.0480632503)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1591949.9941911586 2395023.4214964528)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1630330.3843760462 2296919.5455741105)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1840336.6646603076 2180998.9485876015)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1796127.5639892563 2409039.793325068)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1827108.656609133 2170071.710235931)
"Census Tract 130, Bronx County, New York",55333.0,672.0,117.0,15.0,839.0,013000,1643.0,40.90079123554474,7.121119902617163,0.9129640900791236,51.065124771758974,POINT (1836276.6819001413 2237586.4958402147)
"Census Tract 131, Bronx County, New York",25227.0,1262.0,2201.0,0.0,3420.0,013100,6883.0,18.33502833066977,31.977335464187128,0.0,49.68763620514311,POINT (1591331.3806343554 2393648.8113339934)
"Census Tract 131, Bronx County, New York",25227.0,1262.0,2201.0,0.0,3420.0,013100,6883.0,18.33502833066977,31.977335464187128,0.0,49.68763620514311,POINT (1804737.9219497752 2254510.895393634)
"Census Tract 131, Bronx County, New York",25227.0,1262.0,2201.0,0.0,3420.0,013100,6883.0,18.33502833066977,31.977335464187128,0.0,49.68763620514311,POINT (1829358.9532636371 2175795.3985753814)
"Census Tract 131, Bronx County, New York",25227.0,1262.0,2201.0,0.0,3420.0,013100,6883.0,18.33502833066977,31.977335464187128,0.0,49.68763620514311,POINT (1826958.121489831 2184967.3938811305)
"Census Tract 131, Bronx County, New York",25227.0,1262.0,2201.0,0.0,3420.0,013100,6883.0,18.33502833066977,31.977335464187128,0.0,49.68763620514311,POINT (1798903.99113464 2406584.858615483)
"Census Tract 131, Bronx County, New York",25227.0,1262.0,2201.0,0.0,3420.0,013100,6883.0,18.33502833066977,31.977335464187128,0.0,49.68763620514311,POINT (1628604.0240045364 2294462.3284656703)
"Census Tract 131, Bronx County, New York",25227.0,1262.0,2201.0,0.0,3420.0,013100,6883.0,18.33502833066977,31.977335464187128,0.0,49.68763620514311,POINT (1832197.5335756561 2193525.8827014747)
"Census Tract 132, Bronx County, New York",122179.0,2853.0,1965.0,435.0,3743.0,013200,8996.0,31.714095153401512,21.84304135171187,4.835482436638506,41.60738105824811,POINT (1838956.6534253843 2193494.4417480617)
"Census Tract 132, Bronx County, New York",122179.0,2853.0,1965.0,435.0,3743.0,013200,8996.0,31.714095153401512,21.84304135171187,4.835482436638506,41.60738105824811,POINT (1592953.6551888539 2393643.4949263455)
"Census Tract 132, Bronx County, New York",122179.0,2853.0,1965.0,435.0,3743.0,013200,8996.0,31.714095153401512,21.84304135171187,4.835482436638506,41.60738105824811,POINT (1840593.4984235484 2181168.8397058197)
"Census Tract 132, Bronx County, New York",122179.0,2853.0,1965.0,435.0,3743.0,013200,8996.0,31.714095153401512,21.84304135171187,4.835482436638506,41.60738105824811,POINT (1827693.584860804 2169678.6602552175)
"Census Tract 132, Bronx County, New York",122179.0,2853.0,1965.0,435.0,3743.0,013200,8996.0,31.714095153401512,21.84304135171187,4.835482436638506,41.60738105824811,POINT (1798692.8043929655 2404401.057741805)
"Census Tract 132, Bronx County, New York",122179.0,2853.0,1965.0,435.0,3743.0,013200,8996.0,31.714095153401512,21.84304135171187,4.835482436638506,41.60738105824811,POINT (1824451.9394605258 2220897.4493529457)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1826433.6298061684 2185118.9473698405)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1590777.850479571 2400831.088698009)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1477418.768009458 2363438.440237459)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1391267.1518421317 2317436.677203448)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1825246.7933211855 2216762.9249190954)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1797897.3259146807 2404473.86496517)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1829284.8663197078 2175486.185007656)
"Census Tract 133, Bronx County, New York",32326.0,763.0,1963.0,234.0,4192.0,013300,7152.0,10.66834451901566,27.446868008948545,3.271812080536913,58.61297539149888,POINT (1831823.6091968468 2193076.917861148)
"Census Tract 135, Bronx County, New York",17385.0,454.0,1996.0,25.0,1699.0,013500,4174.0,10.876856732151413,47.81983708672736,0.5989458552946814,40.70436032582654,POINT (1827648.3198799663 2232295.979318555)
"Census Tract 135, Bronx County, New York",17385.0,454.0,1996.0,25.0,1699.0,013500,4174.0,10.876856732151413,47.81983708672736,0.5989458552946814,40.70436032582654,POINT (1831825.3848091613 2193573.450979422)
